# Target corrupted window: W022
Neighbor context C_t = ['W021', 'W022', 'W023']
Stage-1 inconsistency clues for target: corruption_score=7.063482061964719, unsupported_flow_count=2, unsupported_external_flow_count=1, unsupported_metric_clue_count=0, unsupported_metric_zsum=0.0

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W021

### Observed corrupted audit log snippets
- B004056 | 2026-01-20 12:30:05 | W021 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B002230 | 2026-01-20 12:55:27 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.11:6514 (socket) | cmd=connect | args=collect syslog stream from ws-finance-01
- B002232 | 2026-01-20 12:55:37 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.31:6514 (socket) | cmd=connect | args=collect syslog stream from portal-web-01
- B002233 | 2026-01-20 12:55:38 | W023 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --connect--> 192.0.2.40:993 (socket) | cmd=connect | args=imap mail synchronization
- B002237 | 2026-01-20 12:55:40 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002234 | 2026-01-20 12:55:40 | W023 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --write--> /home/u_fin/.thunderbird/cache/index.sqlite (file) | cmd=write | args=update mail cache
- B004447 | 2026-01-20 12:55:44 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B002231 | 2026-01-20 12:55:49 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.12:6514 (socket) | cmd=connect | args=collect syslog stream from ws-dev-02
- B002238 | 2026-01-20 12:56:03 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002240 | 2026-01-20 12:56:04 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B002241 | 2026-01-20 12:56:11 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B002239 | 2026-01-20 12:56:11 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002250 | 2026-01-20 12:56:18 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002242 | 2026-01-20 12:56:28 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B002244 | 2026-01-20 12:56:29 | W023 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- B005341 | 2026-01-20 12:56:32 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B005166 | 2026-01-20 12:56:40 | W023 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002248 | 2026-01-20 12:56:56 | W023 | host=file-srv-01 user=svc_backup process=smbd | smbd:1201@file-srv-01 --write--> /srv/share/dev/release_notes.txt.lock (file) | cmd=write | args=benign lock/update file created by share service
- B003963 | 2026-01-20 12:57:03 | W023 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B002256 | 2026-01-20 12:57:05 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002251 | 2026-01-20 12:57:08 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B003548 | 2026-01-20 12:57:29 | W023 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B002252 | 2026-01-20 12:57:30 | W023 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B002253 | 2026-01-20 12:57:31 | W023 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B004901 | 2026-01-20 12:57:33 | W023 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B003691 | 2026-01-20 12:58:01 | W023 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B002265 | 2026-01-20 12:58:03 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002261 | 2026-01-20 12:58:04 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B004217 | 2026-01-20 12:58:09 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B002258 | 2026-01-20 12:58:14 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002260 | 2026-01-20 12:58:16 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B004580 | 2026-01-20 12:58:17 | W023 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002259 | 2026-01-20 12:58:18 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002262 | 2026-01-20 12:58:33 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B003898 | 2026-01-20 12:58:40 | W023 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B004786 | 2026-01-20 12:59:21 | W023 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002266 | 2026-01-20 12:59:22 | W023 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B004626 | 2026-01-20 12:59:27 | W023 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B005480 | 2026-01-20 12:59:28 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --write--> /var/lib/prometheus/wal/000001 (file) | cmd=write | args=normal metric wal write
- ... 57 additional audit rows omitted for W023

### Network flow side-view evidence
- BF000849 | 2026-01-20 12:50:07~2026-01-20 12:50:13 | W023 | mon-srv-01 10.20.1.41:51130 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1411 bytes_in=7233 | related_audit=B002182
- BF000848 | 2026-01-20 12:50:12~2026-01-20 12:50:18 | W023 | mon-srv-01 10.20.1.41:57493 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1397 bytes_in=7707 | related_audit=B002181
- BF000846 | 2026-01-20 12:50:15~2026-01-20 12:50:17 | W023 | mon-srv-01 10.20.1.41:50402 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1365 bytes_in=3792 | related_audit=B002179
- BF000847 | 2026-01-20 12:50:16~2026-01-20 12:50:18 | W023 | mon-srv-01 10.20.1.41:55735 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1207 bytes_in=7354 | related_audit=B002180
- BF000850 | 2026-01-20 12:50:18~2026-01-20 12:50:25 | W023 | mon-srv-01 10.20.1.41:55004 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1761 bytes_in=12838 | related_audit=B002184
- BF000851 | 2026-01-20 12:50:21~2026-01-20 12:50:28 | W023 | mon-srv-01 10.20.1.41:55333 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2148 bytes_in=7690 | related_audit=B002185
- BF000853 | 2026-01-20 12:50:48~2026-01-20 12:50:58 | W023 | ws-finance-01 10.20.1.11:57559 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=3755 bytes_in=42902 | related_audit=B002187
- BF000852 | 2026-01-20 12:50:55~2026-01-20 12:50:58 | W023 | mon-srv-01 10.20.1.41:43159 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1682 bytes_in=9732 | related_audit=B002186
- BF000855 | 2026-01-20 12:51:19~2026-01-20 12:52:01 | W023 | ws-dev-02 10.20.1.12:53552 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=9267 bytes_in=28088 | related_audit=B002196
- BF000854 | 2026-01-20 12:51:37~2026-01-20 12:51:55 | W023 | ws-finance-01 10.20.1.11:50018 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=2305 bytes_in=34548 | related_audit=B002194
- BF000857 | 2026-01-20 12:52:07~2026-01-20 12:52:09 | W023 | mon-srv-01 10.20.1.41:44159 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=809 bytes_in=4748 | related_audit=B002203
- BF000858 | 2026-01-20 12:52:15~2026-01-20 12:52:21 | W023 | mon-srv-01 10.20.1.41:47854 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1310 bytes_in=5528 | related_audit=B002204
- BF000859 | 2026-01-20 12:52:16~2026-01-20 12:52:20 | W023 | mon-srv-01 10.20.1.41:52456 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1693 bytes_in=3378 | related_audit=B002205
- BF000856 | 2026-01-20 12:52:22~2026-01-20 12:52:26 | W023 | mon-srv-01 10.20.1.41:50597 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1661 bytes_in=4279 | related_audit=B002202
- BF000860 | 2026-01-20 12:53:09~2026-01-20 12:53:25 | W023 | ws-dev-02 10.20.1.12:47604 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=9926 bytes_in=195389 | related_audit=B002213
- BF000861 | 2026-01-20 12:54:04~2026-01-20 12:54:10 | W023 | mon-srv-01 10.20.1.41:57821 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1591 bytes_in=7871 | related_audit=B002218
- BF000864 | 2026-01-20 12:54:06~2026-01-20 12:54:09 | W023 | mon-srv-01 10.20.1.41:45117 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1786 bytes_in=6677 | related_audit=B002221
- BF000862 | 2026-01-20 12:54:08~2026-01-20 12:54:11 | W023 | mon-srv-01 10.20.1.41:51864 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=999 bytes_in=4678 | related_audit=B002219
- BF000863 | 2026-01-20 12:54:09~2026-01-20 12:54:12 | W023 | mon-srv-01 10.20.1.41:60338 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1202 bytes_in=5896 | related_audit=B002220
- BF000865 | 2026-01-20 12:54:16~2026-01-20 12:54:22 | W023 | ws-finance-01 10.20.1.11:53182 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3288 bytes_in=55900 | related_audit=B002223
- BF000866 | 2026-01-20 12:55:11~2026-01-20 12:55:17 | W023 | mon-srv-01 10.20.1.41:50949 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1852 bytes_in=8284 | related_audit=B002230
- F0013 | 2026-01-20 12:55:13~2026-01-20 12:55:24 | W023 | ws-finance-01 10.20.1.11:49750 -> 198.51.100.77:443 | service=HTTPS pattern=beacon | bytes_out=1520 bytes_in=900 | related_audit=E0046
- BF000867 | 2026-01-20 12:55:20~2026-01-20 12:55:24 | W023 | mon-srv-01 10.20.1.41:53836 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2214 bytes_in=8134 | related_audit=B002231
- BF000869 | 2026-01-20 12:55:38~2026-01-20 12:55:47 | W023 | ws-finance-01 10.20.1.11:56344 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=1971 bytes_in=40455 | related_audit=B002233
- BF000868 | 2026-01-20 12:55:44~2026-01-20 12:55:53 | W023 | mon-srv-01 10.20.1.41:42740 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=2376 bytes_in=13565 | related_audit=B002232
- BF000870 | 2026-01-20 12:56:12~2026-01-20 12:56:15 | W023 | mon-srv-01 10.20.1.41:50033 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1628 bytes_in=4978 | related_audit=B002238
- BF000872 | 2026-01-20 12:56:19~2026-01-20 12:56:22 | W023 | mon-srv-01 10.20.1.41:54400 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1343 bytes_in=5175 | related_audit=B002240
- BF000871 | 2026-01-20 12:56:20~2026-01-20 12:56:24 | W023 | mon-srv-01 10.20.1.41:51759 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=940 bytes_in=3142 | related_audit=B002239
- BF000873 | 2026-01-20 12:56:21~2026-01-20 12:56:26 | W023 | mon-srv-01 10.20.1.41:58715 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1178 bytes_in=6180 | related_audit=B002241
- BF000874 | 2026-01-20 12:56:29~2026-01-20 12:57:16 | W023 | ws-dev-02 10.20.1.12:50026 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=18033 bytes_in=14575 | related_audit=B002244
- BF000875 | 2026-01-20 12:57:30~2026-01-20 12:57:43 | W023 | ws-finance-01 10.20.1.11:58907 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=1589 bytes_in=25431 | related_audit=B002252
- BF000878 | 2026-01-20 12:58:06~2026-01-20 12:58:08 | W023 | mon-srv-01 10.20.1.41:54102 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1012 bytes_in=7753 | related_audit=B002260
- BF000877 | 2026-01-20 12:58:11~2026-01-20 12:58:13 | W023 | mon-srv-01 10.20.1.41:46352 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=920 bytes_in=6788 | related_audit=B002259
- BF000876 | 2026-01-20 12:58:11~2026-01-20 12:58:15 | W023 | mon-srv-01 10.20.1.41:52641 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1396 bytes_in=3216 | related_audit=B002258
- BF000879 | 2026-01-20 12:58:21~2026-01-20 12:58:25 | W023 | mon-srv-01 10.20.1.41:53055 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1657 bytes_in=5265 | related_audit=B002261

### Host metric samples
- M001153 | 2026-01-20 12:50:00 | W023 | host=file-srv-01 | cpu=19.28 mem=42.17 disk_read=138641 disk_write=107003 net_in=5626 net_out=11166 proc_count=97 open_files=463 | hint=smbd | note=normal baseline
- M001155 | 2026-01-20 12:50:00 | W023 | host=mon-srv-01 | cpu=26.4 mem=61.72 disk_read=117108 disk_write=161597 net_in=9679 net_out=7476 proc_count=117 open_files=409 | hint=prometheus | note=normal baseline
- M001154 | 2026-01-20 12:50:00 | W023 | host=portal-web-01 | cpu=20.93 mem=55.53 disk_read=88002 disk_write=100284 net_in=8921 net_out=12960 proc_count=103 open_files=352 | hint=nginx | note=normal baseline
- M001152 | 2026-01-20 12:50:00 | W023 | host=ws-dev-02 | cpu=18.76 mem=49.21 disk_read=132716 disk_write=113669 net_in=9138 net_out=5647 proc_count=126 open_files=343 | hint=dev-shell | note=normal baseline
- M001158 | 2026-01-20 12:51:00 | W023 | host=file-srv-01 | cpu=18.38 mem=42.16 disk_read=221541 disk_write=116814 net_in=5645 net_out=8540 proc_count=94 open_files=434 | hint=smbd | note=normal baseline
- M001160 | 2026-01-20 12:51:00 | W023 | host=mon-srv-01 | cpu=21.26 mem=60.93 disk_read=106768 disk_write=168131 net_in=14218 net_out=5496 proc_count=116 open_files=415 | hint=prometheus | note=normal baseline
- M001157 | 2026-01-20 12:51:00 | W023 | host=ws-dev-02 | cpu=17.99 mem=51.0 disk_read=125499 disk_write=139111 net_in=5799 net_out=4202 proc_count=127 open_files=337 | hint=dev-shell | note=normal baseline
- M001165 | 2026-01-20 12:52:00 | W023 | host=mon-srv-01 | cpu=24.56 mem=61.91 disk_read=163258 disk_write=228281 net_in=19349 net_out=8946 proc_count=111 open_files=363 | hint=prometheus | note=normal baseline
- M001164 | 2026-01-20 12:52:00 | W023 | host=portal-web-01 | cpu=18.63 mem=55.11 disk_read=93655 disk_write=112246 net_in=10724 net_out=10225 proc_count=102 open_files=374 | hint=nginx | note=normal baseline
- M001162 | 2026-01-20 12:52:00 | W023 | host=ws-dev-02 | cpu=21.24 mem=49.65 disk_read=161520 disk_write=116574 net_in=5435 net_out=5964 proc_count=125 open_files=343 | hint=dev-shell | note=normal baseline
- M001170 | 2026-01-20 12:53:00 | W023 | host=mon-srv-01 | cpu=25.47 mem=60.26 disk_read=95069 disk_write=220927 net_in=13790 net_out=12514 proc_count=124 open_files=391 | hint=prometheus | note=normal baseline
- M001167 | 2026-01-20 12:53:00 | W023 | host=ws-dev-02 | cpu=22.31 mem=48.32 disk_read=133628 disk_write=50280 net_in=5718 net_out=4204 proc_count=125 open_files=382 | hint=dev-shell | note=normal baseline
- M001175 | 2026-01-20 12:54:00 | W023 | host=mon-srv-01 | cpu=21.96 mem=59.94 disk_read=143247 disk_write=151014 net_in=16377 net_out=13766 proc_count=120 open_files=424 | hint=prometheus | note=normal baseline
- M001172 | 2026-01-20 12:54:00 | W023 | host=ws-dev-02 | cpu=20.4 mem=48.2 disk_read=158539 disk_write=74300 net_in=5021 net_out=4362 proc_count=122 open_files=385 | hint=dev-shell | note=normal baseline
- M001171 | 2026-01-20 12:54:00 | W023 | host=ws-finance-01 | cpu=19.46 mem=46.73 disk_read=74289 disk_write=66220 net_in=3149 net_out=4806 proc_count=115 open_files=341 | hint=office-apps | note=normal baseline
- M001180 | 2026-01-20 12:55:00 | W023 | host=mon-srv-01 | cpu=22.24 mem=62.17 disk_read=137454 disk_write=127661 net_in=16128 net_out=12172 proc_count=115 open_files=387 | hint=prometheus | note=normal baseline
- M001179 | 2026-01-20 12:55:00 | W023 | host=portal-web-01 | cpu=19.68 mem=53.35 disk_read=79081 disk_write=115788 net_in=12809 net_out=8106 proc_count=104 open_files=328 | hint=nginx | note=normal baseline
- M001177 | 2026-01-20 12:55:00 | W023 | host=ws-dev-02 | cpu=20.16 mem=50.2 disk_read=85172 disk_write=154835 net_in=6961 net_out=5004 proc_count=125 open_files=368 | hint=dev-shell | note=normal baseline
- M001176 | 2026-01-20 12:55:00 | W023 | host=ws-finance-01 | cpu=29.5 mem=52.4 disk_read=84789 disk_write=91318 net_in=3684 net_out=18000 proc_count=126 open_files=341 | hint=syswatch | note=small periodic outbound network peak without matching rich audit context
- M001185 | 2026-01-20 12:56:00 | W023 | host=mon-srv-01 | cpu=26.31 mem=60.53 disk_read=120748 disk_write=203485 net_in=15004 net_out=12935 proc_count=118 open_files=409 | hint=prometheus | note=normal baseline
- M001182 | 2026-01-20 12:56:00 | W023 | host=ws-dev-02 | cpu=20.38 mem=49.85 disk_read=105370 disk_write=130143 net_in=6484 net_out=7728 proc_count=119 open_files=363 | hint=dev-shell | note=normal baseline
- M001190 | 2026-01-20 12:57:00 | W023 | host=mon-srv-01 | cpu=20.66 mem=60.35 disk_read=142296 disk_write=211995 net_in=17186 net_out=6093 proc_count=117 open_files=420 | hint=prometheus | note=normal baseline
- M001189 | 2026-01-20 12:57:00 | W023 | host=portal-web-01 | cpu=19.19 mem=54.87 disk_read=104556 disk_write=115826 net_in=15173 net_out=6931 proc_count=100 open_files=376 | hint=nginx | note=normal baseline
- M001187 | 2026-01-20 12:57:00 | W023 | host=ws-dev-02 | cpu=21.6 mem=49.62 disk_read=122231 disk_write=129000 net_in=8084 net_out=3105 proc_count=127 open_files=325 | hint=dev-shell | note=normal baseline
- M001195 | 2026-01-20 12:58:00 | W023 | host=mon-srv-01 | cpu=18.72 mem=61.39 disk_read=96176 disk_write=185148 net_in=16340 net_out=11614 proc_count=118 open_files=410 | hint=prometheus | note=normal baseline
- M001194 | 2026-01-20 12:58:00 | W023 | host=portal-web-01 | cpu=20.7 mem=54.92 disk_read=59886 disk_write=92553 net_in=6098 net_out=3547 proc_count=101 open_files=356 | hint=nginx | note=normal baseline
- M001192 | 2026-01-20 12:58:00 | W023 | host=ws-dev-02 | cpu=20.32 mem=51.13 disk_read=134819 disk_write=112416 net_in=4371 net_out=7155 proc_count=129 open_files=317 | hint=dev-shell | note=normal baseline
- M001200 | 2026-01-20 12:59:00 | W023 | host=mon-srv-01 | cpu=22.46 mem=61.12 disk_read=146786 disk_write=95275 net_in=15191 net_out=10297 proc_count=115 open_files=405 | hint=prometheus | note=normal baseline
- M001199 | 2026-01-20 12:59:00 | W023 | host=portal-web-01 | cpu=19.23 mem=54.9 disk_read=105022 disk_write=140479 net_in=12996 net_out=8560 proc_count=105 open_files=364 | hint=nginx | note=normal baseline
- M001196 | 2026-01-20 12:59:00 | W023 | host=ws-finance-01 | cpu=18.95 mem=43.24 disk_read=96233 disk_write=88346 net_in=5338 net_out=5735 proc_count=110 open_files=322 | hint=office-apps | note=normal baseline

### Host metric clue events
- ME0011 | 2026-01-20 12:50:00~2026-01-20 13:20:00 | W023 | host=ws-finance-01 event_type=continued_c2_periodicity metric=net_out_bytes z=4.2 | hint=syswatch | desc=continued beacon-like behavior across neighboring windows

---
