# Target corrupted window: W002
Neighbor context C_t = ['W001', 'W002', 'W003']
Stage-1 inconsistency clues for target: corruption_score=7.328671434852988, unsupported_flow_count=2, unsupported_external_flow_count=1, unsupported_metric_clue_count=0, unsupported_metric_zsum=0.0

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W001

### Observed corrupted audit log snippets
- B000103 | 2026-01-20 09:10:08 | W001 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000358 | 2026-01-20 09:36:26 | W003 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- E0008 | 2026-01-20 09:36:29 | W003 | host=ws-finance-01 user=u_fin process=update-check | update-check:2440@ws-finance-01 --read--> /etc/hosts (file) | cmd=read | args=collect host aliases
- B000354 | 2026-01-20 09:36:34 | W003 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B000355 | 2026-01-20 09:36:35 | W003 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B000357 | 2026-01-20 09:36:41 | W003 | host=ws-finance-01 user=u_fin process=libreoffice | libreoffice:2112@ws-finance-01 --write--> /home/u_fin/docs/budget_q1_autosave.xlsx (file) | cmd=write | args=autosave office document
- B004462 | 2026-01-20 09:36:45 | W003 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000363 | 2026-01-20 09:36:51 | W003 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B005572 | 2026-01-20 09:36:55 | W003 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B005319 | 2026-01-20 09:36:56 | W003 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- E0009 | 2026-01-20 09:37:05 | W003 | host=ws-finance-01 user=u_fin process=update-check | update-check:2440@ws-finance-01 --spawn--> bash:2502@ws-finance-01 (process) | cmd=spawn | args=open local shell for environment checks
- E0010 | 2026-01-20 09:37:08 | W003 | host=ws-finance-01 user=u_fin process=bash | bash:2502@ws-finance-01 --execute--> /usr/bin/whoami (file) | cmd=execute | args=identity check
- E0011 | 2026-01-20 09:37:17 | W003 | host=ws-finance-01 user=u_fin process=bash | bash:2502@ws-finance-01 --execute--> /usr/bin/hostname (file) | cmd=execute | args=host check
- B000365 | 2026-01-20 09:37:19 | W003 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000369 | 2026-01-20 09:37:29 | W003 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B005075 | 2026-01-20 09:37:40 | W003 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B000366 | 2026-01-20 09:37:44 | W003 | host=ws-dev-02 user=u_dev process=git | git:2212@ws-dev-02 --connect--> 192.0.2.30:443 (socket) | cmd=connect | args=normal package/source repository access
- B005066 | 2026-01-20 09:37:45 | W003 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B000367 | 2026-01-20 09:37:47 | W003 | host=ws-dev-02 user=u_dev process=git | git:2212@ws-dev-02 --write--> /home/u_dev/src/portal/app/config.yaml (file) | cmd=write | args=normal development file/cache update
- B004182 | 2026-01-20 09:38:01 | W003 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000377 | 2026-01-20 09:38:02 | W003 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B005251 | 2026-01-20 09:38:06 | W003 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000373 | 2026-01-20 09:38:06 | W003 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B000372 | 2026-01-20 09:38:08 | W003 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000371 | 2026-01-20 09:38:10 | W003 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000370 | 2026-01-20 09:38:17 | W003 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B000374 | 2026-01-20 09:38:39 | W003 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- E0012 | 2026-01-20 09:38:40 | W003 | host=ws-finance-01 user=u_fin process=update-check | update-check:2440@ws-finance-01 --connect--> 10.20.1.21:445 (socket) | cmd=connect | args=probe file server smb
- B004298 | 2026-01-20 09:38:46 | W003 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000379 | 2026-01-20 09:39:14 | W003 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- E0013 | 2026-01-20 09:39:16 | W003 | host=ws-finance-01 user=u_fin process=update-check | update-check:2440@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=probe internal portal
- ... 61 additional audit rows omitted for W003

### Network flow side-view evidence
- BF000114 | 2026-01-20 09:30:02~2026-01-20 09:30:04 | W003 | mon-srv-01 10.20.1.41:55456 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1509 bytes_in=3387 | related_audit=B000289
- BF000120 | 2026-01-20 09:30:11~2026-01-20 09:30:17 | W003 | ws-finance-01 10.20.1.11:56919 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=3649 bytes_in=42250 | related_audit=B000297
- BF000113 | 2026-01-20 09:30:13~2026-01-20 09:30:18 | W003 | mon-srv-01 10.20.1.41:54974 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=854 bytes_in=5432 | related_audit=B000288
- BF000112 | 2026-01-20 09:30:17~2026-01-20 09:30:22 | W003 | mon-srv-01 10.20.1.41:48222 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1025 bytes_in=5064 | related_audit=B000287
- BF000115 | 2026-01-20 09:30:20~2026-01-20 09:30:23 | W003 | mon-srv-01 10.20.1.41:49251 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=849 bytes_in=8490 | related_audit=B000290
- BF000121 | 2026-01-20 09:30:25~2026-01-20 09:30:43 | W003 | ws-dev-02 10.20.1.12:52936 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=2058 bytes_in=227951 | related_audit=B000299
- BF000117 | 2026-01-20 09:30:26~2026-01-20 09:30:35 | W003 | mon-srv-01 10.20.1.41:53842 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2156 bytes_in=13864 | related_audit=B000293
- BF000118 | 2026-01-20 09:30:29~2026-01-20 09:30:38 | W003 | mon-srv-01 10.20.1.41:50864 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=2184 bytes_in=12499 | related_audit=B000294
- BF000119 | 2026-01-20 09:30:35~2026-01-20 09:30:43 | W003 | ws-finance-01 10.20.1.11:56558 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=1544 bytes_in=47410 | related_audit=B000295
- BF000116 | 2026-01-20 09:30:39~2026-01-20 09:30:46 | W003 | mon-srv-01 10.20.1.41:54392 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1449 bytes_in=11778 | related_audit=B000292
- BF000122 | 2026-01-20 09:31:22~2026-01-20 09:32:26 | W003 | ws-dev-02 10.20.1.12:43823 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=26663 bytes_in=9370 | related_audit=B000307
- BF000125 | 2026-01-20 09:32:04~2026-01-20 09:32:09 | W003 | mon-srv-01 10.20.1.41:58143 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1645 bytes_in=5630 | related_audit=B000314
- BF000123 | 2026-01-20 09:32:09~2026-01-20 09:32:13 | W003 | mon-srv-01 10.20.1.41:58398 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=803 bytes_in=7734 | related_audit=B000312
- BF000124 | 2026-01-20 09:32:13~2026-01-20 09:32:15 | W003 | mon-srv-01 10.20.1.41:60194 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1307 bytes_in=7286 | related_audit=B000313
- BF000126 | 2026-01-20 09:32:16~2026-01-20 09:32:21 | W003 | mon-srv-01 10.20.1.41:50463 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1337 bytes_in=6361 | related_audit=B000315
- BF000128 | 2026-01-20 09:33:04~2026-01-20 09:33:36 | W003 | file-srv-01 10.20.1.21:51528 -> 10.20.1.41:873 | service=RSYNC pattern=backup_sync | bytes_out=46338 bytes_in=17230 | related_audit=B000326
- BF000127 | 2026-01-20 09:33:51~2026-01-20 09:34:04 | W003 | ws-finance-01 10.20.1.11:59980 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3128 bytes_in=65217 | related_audit=B000323
- BF000130 | 2026-01-20 09:34:06~2026-01-20 09:34:10 | W003 | mon-srv-01 10.20.1.41:53779 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1769 bytes_in=4395 | related_audit=B000332
- BF000129 | 2026-01-20 09:34:11~2026-01-20 09:34:15 | W003 | mon-srv-01 10.20.1.41:55002 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=854 bytes_in=6407 | related_audit=B000331
- BF000131 | 2026-01-20 09:34:12~2026-01-20 09:34:17 | W003 | mon-srv-01 10.20.1.41:60727 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1367 bytes_in=8251 | related_audit=B000333
- BF000132 | 2026-01-20 09:34:17~2026-01-20 09:34:22 | W003 | mon-srv-01 10.20.1.41:60992 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1143 bytes_in=8091 | related_audit=B000334
- BF000133 | 2026-01-20 09:35:05~2026-01-20 09:35:13 | W003 | mon-srv-01 10.20.1.41:56923 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1774 bytes_in=11385 | related_audit=B000342
- BF000136 | 2026-01-20 09:35:12~2026-01-20 09:35:18 | W003 | ws-finance-01 10.20.1.11:53250 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=1964 bytes_in=29989 | related_audit=B000345
- BF000134 | 2026-01-20 09:35:38~2026-01-20 09:35:45 | W003 | mon-srv-01 10.20.1.41:43079 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1219 bytes_in=16042 | related_audit=B000343
- BF000135 | 2026-01-20 09:35:54~2026-01-20 09:35:58 | W003 | mon-srv-01 10.20.1.41:52532 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1227 bytes_in=16399 | related_audit=B000344
- BF000140 | 2026-01-20 09:36:06~2026-01-20 09:36:09 | W003 | mon-srv-01 10.20.1.41:49781 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1630 bytes_in=6234 | related_audit=B000352
- BF000139 | 2026-01-20 09:36:07~2026-01-20 09:36:11 | W003 | mon-srv-01 10.20.1.41:46206 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1133 bytes_in=5971 | related_audit=B000351
- BF000138 | 2026-01-20 09:36:10~2026-01-20 09:36:15 | W003 | mon-srv-01 10.20.1.41:60078 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1796 bytes_in=8758 | related_audit=B000350
- BF000137 | 2026-01-20 09:36:16~2026-01-20 09:36:21 | W003 | mon-srv-01 10.20.1.41:60089 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=991 bytes_in=6696 | related_audit=B000349
- BF000142 | 2026-01-20 09:36:26~2026-01-20 09:36:59 | W003 | ws-dev-02 10.20.1.12:42327 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=40963 bytes_in=29007 | related_audit=B000358
- BF000141 | 2026-01-20 09:36:34~2026-01-20 09:36:50 | W003 | ws-finance-01 10.20.1.11:44580 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3826 bytes_in=40801 | related_audit=B000354
- BF000143 | 2026-01-20 09:37:44~2026-01-20 09:38:05 | W003 | ws-dev-02 10.20.1.12:55553 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=11140 bytes_in=189247 | related_audit=B000366
- BF000147 | 2026-01-20 09:38:03~2026-01-20 09:38:09 | W003 | mon-srv-01 10.20.1.41:45789 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1316 bytes_in=7556 | related_audit=B000373
- BF000144 | 2026-01-20 09:38:08~2026-01-20 09:38:14 | W003 | mon-srv-01 10.20.1.41:43132 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1426 bytes_in=7728 | related_audit=B000370
- BF000146 | 2026-01-20 09:38:12~2026-01-20 09:38:18 | W003 | mon-srv-01 10.20.1.41:55463 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1260 bytes_in=8440 | related_audit=B000372
- BF000145 | 2026-01-20 09:38:21~2026-01-20 09:38:24 | W003 | mon-srv-01 10.20.1.41:51066 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1587 bytes_in=5968 | related_audit=B000371
- F0002 | 2026-01-20 09:38:40~2026-01-20 09:38:48 | W003 | ws-finance-01 10.20.1.11:49221 -> 10.20.1.21:445 | service=SMB pattern=internal_probe | bytes_out=920 bytes_in=640 | related_audit=E0012
- BF000148 | 2026-01-20 09:39:14~2026-01-20 09:39:29 | W003 | ws-finance-01 10.20.1.11:44492 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3519 bytes_in=17804 | related_audit=B000379
- F0003 | 2026-01-20 09:39:16~2026-01-20 09:39:23 | W003 | ws-finance-01 10.20.1.11:49231 -> 10.20.1.31:443 | service=HTTPS pattern=internal_probe | bytes_out=880 bytes_in=720 | related_audit=E0013

### Host metric samples
- M000155 | 2026-01-20 09:30:00 | W003 | host=mon-srv-01 | cpu=23.64 mem=61.26 disk_read=131844 disk_write=183102 net_in=16443 net_out=13595 proc_count=115 open_files=422 | hint=prometheus | note=normal baseline
- M000152 | 2026-01-20 09:30:00 | W003 | host=ws-dev-02 | cpu=22.83 mem=50.23 disk_read=142014 disk_write=84236 net_in=4585 net_out=5069 proc_count=122 open_files=378 | hint=dev-shell | note=normal baseline
- M000160 | 2026-01-20 09:31:00 | W003 | host=mon-srv-01 | cpu=25.74 mem=62.97 disk_read=147273 disk_write=168728 net_in=10491 net_out=10086 proc_count=115 open_files=428 | hint=prometheus | note=normal baseline
- M000157 | 2026-01-20 09:31:00 | W003 | host=ws-dev-02 | cpu=25.81 mem=50.41 disk_read=136562 disk_write=93892 net_in=4907 net_out=5724 proc_count=124 open_files=328 | hint=dev-shell | note=normal baseline
- M000165 | 2026-01-20 09:32:00 | W003 | host=mon-srv-01 | cpu=28.92 mem=63.37 disk_read=129301 disk_write=181297 net_in=10710 net_out=7640 proc_count=112 open_files=413 | hint=prometheus | note=normal baseline
- M000164 | 2026-01-20 09:32:00 | W003 | host=portal-web-01 | cpu=22.39 mem=56.2 disk_read=106509 disk_write=128389 net_in=12339 net_out=11887 proc_count=104 open_files=346 | hint=nginx | note=normal baseline
- M000162 | 2026-01-20 09:32:00 | W003 | host=ws-dev-02 | cpu=24.01 mem=51.17 disk_read=125494 disk_write=103307 net_in=6588 net_out=6894 proc_count=128 open_files=398 | hint=dev-shell | note=normal baseline
- M000161 | 2026-01-20 09:32:00 | W003 | host=ws-finance-01 | cpu=22.16 mem=47.14 disk_read=96088 disk_write=90488 net_in=5783 net_out=4501 proc_count=112 open_files=295 | hint=office-apps | note=normal baseline
- M000170 | 2026-01-20 09:33:00 | W003 | host=mon-srv-01 | cpu=26.95 mem=62.11 disk_read=111364 disk_write=183668 net_in=14066 net_out=11189 proc_count=120 open_files=425 | hint=prometheus | note=normal baseline
- M000169 | 2026-01-20 09:33:00 | W003 | host=portal-web-01 | cpu=20.79 mem=58.16 disk_read=102264 disk_write=88548 net_in=5392 net_out=7099 proc_count=101 open_files=353 | hint=nginx | note=normal baseline
- M000167 | 2026-01-20 09:33:00 | W003 | host=ws-dev-02 | cpu=27.99 mem=52.98 disk_read=148674 disk_write=82267 net_in=6884 net_out=6791 proc_count=123 open_files=341 | hint=dev-shell | note=normal baseline
- M000175 | 2026-01-20 09:34:00 | W003 | host=mon-srv-01 | cpu=25.76 mem=61.48 disk_read=111739 disk_write=247776 net_in=8398 net_out=10299 proc_count=114 open_files=421 | hint=prometheus | note=normal baseline
- M000174 | 2026-01-20 09:34:00 | W003 | host=portal-web-01 | cpu=23.13 mem=55.6 disk_read=106622 disk_write=86962 net_in=8335 net_out=8275 proc_count=103 open_files=375 | hint=nginx | note=normal baseline
- M000172 | 2026-01-20 09:34:00 | W003 | host=ws-dev-02 | cpu=23.42 mem=51.26 disk_read=136202 disk_write=141938 net_in=4040 net_out=4896 proc_count=129 open_files=338 | hint=dev-shell | note=normal baseline
- M000180 | 2026-01-20 09:35:00 | W003 | host=mon-srv-01 | cpu=26.65 mem=63.3 disk_read=142323 disk_write=190060 net_in=19556 net_out=10650 proc_count=118 open_files=422 | hint=prometheus | note=normal baseline
- M000179 | 2026-01-20 09:35:00 | W003 | host=portal-web-01 | cpu=20.86 mem=56.09 disk_read=104708 disk_write=107689 net_in=9136 net_out=10409 proc_count=98 open_files=392 | hint=nginx | note=normal baseline
- M000177 | 2026-01-20 09:35:00 | W003 | host=ws-dev-02 | cpu=24.32 mem=51.29 disk_read=131034 disk_write=122254 net_in=7306 net_out=7481 proc_count=123 open_files=327 | hint=dev-shell | note=normal baseline
- M000185 | 2026-01-20 09:36:00 | W003 | host=mon-srv-01 | cpu=24.08 mem=61.72 disk_read=87657 disk_write=228315 net_in=11349 net_out=11513 proc_count=118 open_files=409 | hint=prometheus | note=normal baseline
- M000182 | 2026-01-20 09:36:00 | W003 | host=ws-dev-02 | cpu=20.49 mem=51.83 disk_read=106365 disk_write=107252 net_in=2018 net_out=5668 proc_count=129 open_files=352 | hint=dev-shell | note=normal baseline
- M000190 | 2026-01-20 09:37:00 | W003 | host=mon-srv-01 | cpu=26.85 mem=63.59 disk_read=104316 disk_write=207388 net_in=6781 net_out=11694 proc_count=122 open_files=425 | hint=prometheus | note=normal baseline
- M000189 | 2026-01-20 09:37:00 | W003 | host=portal-web-01 | cpu=21.54 mem=56.6 disk_read=83101 disk_write=90311 net_in=7148 net_out=11851 proc_count=101 open_files=380 | hint=nginx | note=normal baseline
- M000187 | 2026-01-20 09:37:00 | W003 | host=ws-dev-02 | cpu=24.17 mem=52.68 disk_read=129372 disk_write=90906 net_in=7082 net_out=5867 proc_count=132 open_files=358 | hint=dev-shell | note=normal baseline
- M000186 | 2026-01-20 09:37:00 | W003 | host=ws-finance-01 | cpu=34.6 mem=48.7 disk_read=162000 disk_write=118000 net_in=8200 net_out=7900 proc_count=123 open_files=361 | hint=update-check | note=light internal discovery/probing activity
- M000195 | 2026-01-20 09:38:00 | W003 | host=mon-srv-01 | cpu=25.26 mem=63.56 disk_read=153437 disk_write=115093 net_in=18598 net_out=7834 proc_count=119 open_files=432 | hint=prometheus | note=normal baseline
- M000194 | 2026-01-20 09:38:00 | W003 | host=portal-web-01 | cpu=21.76 mem=58.47 disk_read=121400 disk_write=116886 net_in=9640 net_out=7443 proc_count=104 open_files=342 | hint=nginx | note=normal baseline
- M000192 | 2026-01-20 09:38:00 | W003 | host=ws-dev-02 | cpu=26.21 mem=51.9 disk_read=95626 disk_write=106916 net_in=7283 net_out=5365 proc_count=123 open_files=382 | hint=dev-shell | note=normal baseline
- M000200 | 2026-01-20 09:39:00 | W003 | host=mon-srv-01 | cpu=25.94 mem=62.86 disk_read=166114 disk_write=168015 net_in=14765 net_out=12403 proc_count=114 open_files=371 | hint=prometheus | note=normal baseline
- M000199 | 2026-01-20 09:39:00 | W003 | host=portal-web-01 | cpu=26.92 mem=57.28 disk_read=117136 disk_write=67943 net_in=11167 net_out=4989 proc_count=97 open_files=366 | hint=nginx | note=normal baseline
- M000197 | 2026-01-20 09:39:00 | W003 | host=ws-dev-02 | cpu=26.22 mem=52.78 disk_read=93894 disk_write=103287 net_in=5082 net_out=5803 proc_count=131 open_files=335 | hint=dev-shell | note=normal baseline
- M000196 | 2026-01-20 09:39:00 | W003 | host=ws-finance-01 | cpu=34.6 mem=48.74 disk_read=162000 disk_write=118000 net_in=8200 net_out=7900 proc_count=123 open_files=361 | hint=update-check | note=light internal discovery/probing activity

### Host metric clue events
- ME0002 | 2026-01-20 09:37:00~2026-01-20 09:40:00 | W003 | host=ws-finance-01 event_type=internal_probe_activity metric=net_out_bytes z=3.1 | hint=update-check | desc=short internal probes to file and portal servers

---
