# Target corrupted window: W024
Neighbor context C_t = ['W023', 'W024', 'W025']
Stage-1 inconsistency clues for target: corruption_score=4.556342762863228, unsupported_flow_count=1, unsupported_external_flow_count=1, unsupported_metric_clue_count=0, unsupported_metric_zsum=0.0

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W023

### Observed corrupted audit log snippets
- B002179 | 2026-01-20 12:50:02 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002423 | 2026-01-20 13:15:40 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002416 | 2026-01-20 13:15:53 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.12:6514 (socket) | cmd=connect | args=collect syslog stream from ws-dev-02
- B002435 | 2026-01-20 13:16:02 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002431 | 2026-01-20 13:16:03 | W025 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- B002429 | 2026-01-20 13:16:05 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B004969 | 2026-01-20 13:16:09 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002428 | 2026-01-20 13:16:11 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B002425 | 2026-01-20 13:16:12 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002426 | 2026-01-20 13:16:14 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002427 | 2026-01-20 13:16:16 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B004136 | 2026-01-20 13:16:57 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002438 | 2026-01-20 13:17:03 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B004329 | 2026-01-20 13:17:11 | W025 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B004281 | 2026-01-20 13:17:26 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --write--> /var/lib/prometheus/wal/000001 (file) | cmd=write | args=normal metric wal write
- B002436 | 2026-01-20 13:17:31 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B002448 | 2026-01-20 13:18:04 | W025 | host=file-srv-01 user=svc_backup process=backup-agent | backup-agent:1230@file-srv-01 --connect--> 10.20.1.41:873 (socket) | cmd=connect | args=backup metadata sync to monitoring server
- B002451 | 2026-01-20 13:18:06 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002442 | 2026-01-20 13:18:09 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B004307 | 2026-01-20 13:18:10 | W025 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B004304 | 2026-01-20 13:18:10 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B004949 | 2026-01-20 13:18:10 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B002439 | 2026-01-20 13:18:11 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002440 | 2026-01-20 13:18:13 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002446 | 2026-01-20 13:18:14 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2232@ws-dev-02 --execute--> /home/u_dev/src/portal/tests/test_api.py (file) | cmd=execute | args=normal local development/test activity
- B002441 | 2026-01-20 13:18:16 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- E0048 | 2026-01-20 13:18:18 | W025 | host=ws-finance-01 user=root process=syswatch | syswatch:3280@ws-finance-01 --connect--> 198.51.100.77:443 (socket) | cmd=connect | args=periodic tls-like beacon to c2
- B005576 | 2026-01-20 13:18:21 | W025 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B002444 | 2026-01-20 13:18:27 | W025 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B004878 | 2026-01-20 13:18:51 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- ... 63 additional audit rows omitted for W025

### Network flow side-view evidence
- BF000921 | 2026-01-20 13:10:05~2026-01-20 13:10:08 | W025 | mon-srv-01 10.20.1.41:56836 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=2350 bytes_in=17507 | related_audit=B002372
- BF000918 | 2026-01-20 13:10:06~2026-01-20 13:10:10 | W025 | mon-srv-01 10.20.1.41:52433 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1390 bytes_in=4602 | related_audit=B002368
- BF000919 | 2026-01-20 13:10:17~2026-01-20 13:10:20 | W025 | mon-srv-01 10.20.1.41:50958 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1406 bytes_in=5715 | related_audit=B002369
- BF000925 | 2026-01-20 13:10:19~2026-01-20 13:10:39 | W025 | ws-finance-01 10.20.1.11:51631 -> 192.0.2.10:443 | service=HTTPS pattern=benign_update | bytes_out=4864 bytes_in=90454 | related_audit=B002377
- BF000917 | 2026-01-20 13:10:19~2026-01-20 13:10:21 | W025 | mon-srv-01 10.20.1.41:44999 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1588 bytes_in=3774 | related_audit=B002367
- BF000920 | 2026-01-20 13:10:20~2026-01-20 13:10:26 | W025 | mon-srv-01 10.20.1.41:52493 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1512 bytes_in=7935 | related_audit=B002370
- BF000924 | 2026-01-20 13:10:22~2026-01-20 13:10:39 | W025 | ws-finance-01 10.20.1.11:43301 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=2481 bytes_in=5424 | related_audit=B002375
- BF000923 | 2026-01-20 13:10:36~2026-01-20 13:10:43 | W025 | mon-srv-01 10.20.1.41:53461 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1758 bytes_in=10346 | related_audit=B002374
- BF000922 | 2026-01-20 13:10:47~2026-01-20 13:10:56 | W025 | mon-srv-01 10.20.1.41:47010 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2039 bytes_in=6740 | related_audit=B002373
- BF000926 | 2026-01-20 13:11:36~2026-01-20 13:11:51 | W025 | ws-dev-02 10.20.1.12:57746 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=33783 bytes_in=29575 | related_audit=B002384
- BF000930 | 2026-01-20 13:12:05~2026-01-20 13:12:10 | W025 | mon-srv-01 10.20.1.41:47615 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1522 bytes_in=6090 | related_audit=B002391
- BF000928 | 2026-01-20 13:12:09~2026-01-20 13:12:11 | W025 | mon-srv-01 10.20.1.41:58521 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1225 bytes_in=4167 | related_audit=B002389
- BF000929 | 2026-01-20 13:12:12~2026-01-20 13:12:18 | W025 | mon-srv-01 10.20.1.41:44990 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1239 bytes_in=5945 | related_audit=B002390
- BF000927 | 2026-01-20 13:12:12~2026-01-20 13:12:18 | W025 | mon-srv-01 10.20.1.41:49185 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=813 bytes_in=5398 | related_audit=B002388
- BF000931 | 2026-01-20 13:12:17~2026-01-20 13:12:31 | W025 | ws-finance-01 10.20.1.11:50046 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3507 bytes_in=17360 | related_audit=B002393
- BF000932 | 2026-01-20 13:12:24~2026-01-20 13:12:31 | W025 | ws-finance-01 10.20.1.11:53495 -> 10.20.1.21:445 | service=SMB pattern=file_server_access | bytes_out=2704 bytes_in=46459 | related_audit=B002395
- BF000933 | 2026-01-20 13:14:02~2026-01-20 13:14:05 | W025 | mon-srv-01 10.20.1.41:55056 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1424 bytes_in=3800 | related_audit=B002404
- BF000934 | 2026-01-20 13:14:05~2026-01-20 13:14:10 | W025 | mon-srv-01 10.20.1.41:57154 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1204 bytes_in=7527 | related_audit=B002405
- BF000936 | 2026-01-20 13:14:13~2026-01-20 13:14:18 | W025 | mon-srv-01 10.20.1.41:53041 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=938 bytes_in=8697 | related_audit=B002407
- BF000937 | 2026-01-20 13:14:16~2026-01-20 13:14:46 | W025 | ws-dev-02 10.20.1.12:58982 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=5698 bytes_in=182932 | related_audit=B002409
- BF000935 | 2026-01-20 13:14:20~2026-01-20 13:14:25 | W025 | mon-srv-01 10.20.1.41:43280 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1033 bytes_in=3698 | related_audit=B002406
- BF000941 | 2026-01-20 13:15:04~2026-01-20 13:15:09 | W025 | ws-finance-01 10.20.1.11:44803 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3183 bytes_in=52249 | related_audit=B002418
- BF000942 | 2026-01-20 13:15:04~2026-01-20 13:15:14 | W025 | ws-finance-01 10.20.1.11:48272 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=2720 bytes_in=23194 | related_audit=B002420
- BF000940 | 2026-01-20 13:15:08~2026-01-20 13:15:17 | W025 | mon-srv-01 10.20.1.41:52768 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=2137 bytes_in=16256 | related_audit=B002417
- BF000938 | 2026-01-20 13:15:25~2026-01-20 13:15:30 | W025 | mon-srv-01 10.20.1.41:56122 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1488 bytes_in=13494 | related_audit=B002415
- BF000939 | 2026-01-20 13:15:44~2026-01-20 13:15:51 | W025 | mon-srv-01 10.20.1.41:53305 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2369 bytes_in=9544 | related_audit=B002416
- BF000944 | 2026-01-20 13:16:02~2026-01-20 13:16:06 | W025 | mon-srv-01 10.20.1.41:59584 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1797 bytes_in=5806 | related_audit=B002426
- BF000947 | 2026-01-20 13:16:03~2026-01-20 13:16:19 | W025 | ws-dev-02 10.20.1.12:43321 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=5977 bytes_in=34020 | related_audit=B002431
- BF000946 | 2026-01-20 13:16:06~2026-01-20 13:16:09 | W025 | mon-srv-01 10.20.1.41:56829 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1020 bytes_in=5752 | related_audit=B002428
- BF000943 | 2026-01-20 13:16:16~2026-01-20 13:16:18 | W025 | mon-srv-01 10.20.1.41:52434 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1213 bytes_in=3081 | related_audit=B002425
- BF000945 | 2026-01-20 13:16:21~2026-01-20 13:16:25 | W025 | mon-srv-01 10.20.1.41:44720 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=804 bytes_in=3645 | related_audit=B002427
- BF000953 | 2026-01-20 13:18:04~2026-01-20 13:18:40 | W025 | file-srv-01 10.20.1.21:56168 -> 10.20.1.41:873 | service=RSYNC pattern=backup_sync | bytes_out=100397 bytes_in=6121 | related_audit=B002448
- BF000949 | 2026-01-20 13:18:06~2026-01-20 13:18:09 | W025 | mon-srv-01 10.20.1.41:55889 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1080 bytes_in=4679 | related_audit=B002440
- BF000950 | 2026-01-20 13:18:09~2026-01-20 13:18:13 | W025 | mon-srv-01 10.20.1.41:49300 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=890 bytes_in=5519 | related_audit=B002441
- BF000951 | 2026-01-20 13:18:10~2026-01-20 13:18:14 | W025 | mon-srv-01 10.20.1.41:45722 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=835 bytes_in=6004 | related_audit=B002442
- F0015 | 2026-01-20 13:18:18~2026-01-20 13:18:28 | W025 | ws-finance-01 10.20.1.11:49778 -> 198.51.100.77:443 | service=HTTPS pattern=beacon | bytes_out=1510 bytes_in=960 | related_audit=E0048
- BF000948 | 2026-01-20 13:18:22~2026-01-20 13:18:25 | W025 | mon-srv-01 10.20.1.41:48598 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=940 bytes_in=7187 | related_audit=B002439
- BF000952 | 2026-01-20 13:18:27~2026-01-20 13:18:36 | W025 | ws-finance-01 10.20.1.11:57252 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3378 bytes_in=57048 | related_audit=B002444

### Host metric samples
- M001255 | 2026-01-20 13:10:00 | W025 | host=mon-srv-01 | cpu=20.3 mem=61.16 disk_read=140952 disk_write=248513 net_in=10497 net_out=8071 proc_count=111 open_files=428 | hint=prometheus | note=normal baseline
- M001254 | 2026-01-20 13:10:00 | W025 | host=portal-web-01 | cpu=17.23 mem=56.66 disk_read=84063 disk_write=75659 net_in=10800 net_out=10281 proc_count=101 open_files=362 | hint=nginx | note=normal baseline
- M001252 | 2026-01-20 13:10:00 | W025 | host=ws-dev-02 | cpu=21.73 mem=52.35 disk_read=140791 disk_write=53667 net_in=2417 net_out=5599 proc_count=128 open_files=383 | hint=dev-shell | note=normal baseline
- M001260 | 2026-01-20 13:11:00 | W025 | host=mon-srv-01 | cpu=22.66 mem=60.98 disk_read=153712 disk_write=215503 net_in=7872 net_out=7981 proc_count=119 open_files=408 | hint=prometheus | note=normal baseline
- M001259 | 2026-01-20 13:11:00 | W025 | host=portal-web-01 | cpu=19.74 mem=54.11 disk_read=71832 disk_write=93315 net_in=11837 net_out=7862 proc_count=96 open_files=388 | hint=nginx | note=normal baseline
- M001256 | 2026-01-20 13:11:00 | W025 | host=ws-finance-01 | cpu=18.96 mem=45.47 disk_read=110675 disk_write=108579 net_in=4645 net_out=3498 proc_count=112 open_files=318 | hint=office-apps | note=normal baseline
- M001265 | 2026-01-20 13:12:00 | W025 | host=mon-srv-01 | cpu=21.63 mem=60.6 disk_read=109848 disk_write=215137 net_in=14900 net_out=14698 proc_count=117 open_files=420 | hint=prometheus | note=normal baseline
- M001262 | 2026-01-20 13:12:00 | W025 | host=ws-dev-02 | cpu=19.47 mem=49.6 disk_read=106985 disk_write=105534 net_in=5815 net_out=6304 proc_count=125 open_files=346 | hint=dev-shell | note=normal baseline
- M001270 | 2026-01-20 13:13:00 | W025 | host=mon-srv-01 | cpu=26.0 mem=60.56 disk_read=163780 disk_write=179148 net_in=21899 net_out=7362 proc_count=119 open_files=438 | hint=prometheus | note=normal baseline
- M001269 | 2026-01-20 13:13:00 | W025 | host=portal-web-01 | cpu=21.52 mem=54.3 disk_read=127424 disk_write=117326 net_in=9086 net_out=7223 proc_count=100 open_files=398 | hint=nginx | note=normal baseline
- M001266 | 2026-01-20 13:13:00 | W025 | host=ws-finance-01 | cpu=18.27 mem=45.09 disk_read=73847 disk_write=91690 net_in=2964 net_out=4265 proc_count=113 open_files=332 | hint=office-apps | note=normal baseline
- M001275 | 2026-01-20 13:14:00 | W025 | host=mon-srv-01 | cpu=21.42 mem=61.57 disk_read=116945 disk_write=97519 net_in=13648 net_out=11456 proc_count=122 open_files=420 | hint=prometheus | note=normal baseline
- M001274 | 2026-01-20 13:14:00 | W025 | host=portal-web-01 | cpu=20.0 mem=55.34 disk_read=99174 disk_write=119998 net_in=10418 net_out=6916 proc_count=104 open_files=372 | hint=nginx | note=normal baseline
- M001280 | 2026-01-20 13:15:00 | W025 | host=mon-srv-01 | cpu=19.54 mem=60.74 disk_read=128718 disk_write=143808 net_in=13787 net_out=7313 proc_count=115 open_files=401 | hint=prometheus | note=normal baseline
- M001277 | 2026-01-20 13:15:00 | W025 | host=ws-dev-02 | cpu=19.05 mem=51.0 disk_read=92167 disk_write=99631 net_in=4617 net_out=6509 proc_count=125 open_files=373 | hint=dev-shell | note=normal baseline
- M001276 | 2026-01-20 13:15:00 | W025 | host=ws-finance-01 | cpu=17.41 mem=46.0 disk_read=91840 disk_write=95506 net_in=7692 net_out=4311 proc_count=111 open_files=318 | hint=office-apps | note=normal baseline
- M001285 | 2026-01-20 13:16:00 | W025 | host=mon-srv-01 | cpu=23.67 mem=61.13 disk_read=118236 disk_write=157588 net_in=11878 net_out=11226 proc_count=116 open_files=422 | hint=prometheus | note=normal baseline
- M001284 | 2026-01-20 13:16:00 | W025 | host=portal-web-01 | cpu=17.61 mem=54.42 disk_read=109497 disk_write=94026 net_in=6000 net_out=6730 proc_count=100 open_files=359 | hint=nginx | note=normal baseline
- M001282 | 2026-01-20 13:16:00 | W025 | host=ws-dev-02 | cpu=17.36 mem=50.5 disk_read=148305 disk_write=145817 net_in=6662 net_out=4639 proc_count=127 open_files=341 | hint=dev-shell | note=normal baseline
- M001290 | 2026-01-20 13:17:00 | W025 | host=mon-srv-01 | cpu=21.58 mem=59.85 disk_read=85878 disk_write=197478 net_in=17083 net_out=7180 proc_count=115 open_files=410 | hint=prometheus | note=normal baseline
- M001289 | 2026-01-20 13:17:00 | W025 | host=portal-web-01 | cpu=16.57 mem=55.56 disk_read=102389 disk_write=102910 net_in=7798 net_out=9417 proc_count=104 open_files=391 | hint=nginx | note=normal baseline
- M001287 | 2026-01-20 13:17:00 | W025 | host=ws-dev-02 | cpu=18.02 mem=49.45 disk_read=132354 disk_write=144720 net_in=6928 net_out=7137 proc_count=125 open_files=333 | hint=dev-shell | note=normal baseline
- M001286 | 2026-01-20 13:17:00 | W025 | host=ws-finance-01 | cpu=17.15 mem=47.27 disk_read=94706 disk_write=93699 net_in=5044 net_out=2691 proc_count=117 open_files=280 | hint=office-apps | note=normal baseline
- M001295 | 2026-01-20 13:18:00 | W025 | host=mon-srv-01 | cpu=22.99 mem=62.53 disk_read=160559 disk_write=204972 net_in=15746 net_out=11768 proc_count=117 open_files=427 | hint=prometheus | note=normal baseline
- M001294 | 2026-01-20 13:18:00 | W025 | host=portal-web-01 | cpu=16.68 mem=54.88 disk_read=109569 disk_write=152519 net_in=9522 net_out=7481 proc_count=101 open_files=325 | hint=nginx | note=normal baseline
- M001292 | 2026-01-20 13:18:00 | W025 | host=ws-dev-02 | cpu=17.16 mem=49.1 disk_read=100150 disk_write=109297 net_in=5753 net_out=2581 proc_count=122 open_files=344 | hint=dev-shell | note=normal baseline
- M001291 | 2026-01-20 13:18:00 | W025 | host=ws-finance-01 | cpu=29.5 mem=52.4 disk_read=85172 disk_write=81771 net_in=5366 net_out=18000 proc_count=126 open_files=341 | hint=syswatch | note=small periodic outbound network peak without matching rich audit context
- M001300 | 2026-01-20 13:19:00 | W025 | host=mon-srv-01 | cpu=23.54 mem=59.04 disk_read=174216 disk_write=204136 net_in=8719 net_out=10026 proc_count=114 open_files=414 | hint=prometheus | note=normal baseline
- M001299 | 2026-01-20 13:19:00 | W025 | host=portal-web-01 | cpu=18.16 mem=55.33 disk_read=101384 disk_write=74018 net_in=8359 net_out=8938 proc_count=96 open_files=372 | hint=nginx | note=normal baseline
- M001297 | 2026-01-20 13:19:00 | W025 | host=ws-dev-02 | cpu=18.88 mem=51.1 disk_read=136127 disk_write=84010 net_in=5658 net_out=4528 proc_count=128 open_files=364 | hint=dev-shell | note=normal baseline

### Host metric clue events
- none

---
