# Target corrupted window: W006
Neighbor context C_t = ['W005', 'W006', 'W007']
Stage-1 inconsistency clues for target: corruption_score=15.180328959477244, unsupported_flow_count=3, unsupported_external_flow_count=1, unsupported_metric_clue_count=1, unsupported_metric_zsum=4.8

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W005

### Observed corrupted audit log snippets
- B004044 | 2026-01-20 09:50:04 | W005 | host=ws-dev-02 user=u_dev process=docker | docker:2244@ws-dev-02 --read--> /var/lib/docker/containers/config.v2.json (file) | cmd=read | args=normal docker metadata read
- B005351 | 2026-01-20 10:15:37 | W007 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B004493 | 2026-01-20 10:15:45 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B000720 | 2026-01-20 10:15:49 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.31:6514 (socket) | cmd=connect | args=collect syslog stream from portal-web-01
- B004843 | 2026-01-20 10:15:57 | W007 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000733 | 2026-01-20 10:16:05 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000731 | 2026-01-20 10:16:07 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000732 | 2026-01-20 10:16:12 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B000730 | 2026-01-20 10:16:14 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000729 | 2026-01-20 10:16:17 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B000735 | 2026-01-20 10:16:26 | W007 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- B003620 | 2026-01-20 10:16:35 | W007 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000739 | 2026-01-20 10:16:50 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B004962 | 2026-01-20 10:17:03 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000742 | 2026-01-20 10:17:06 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B005484 | 2026-01-20 10:17:15 | W007 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B004365 | 2026-01-20 10:17:21 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000740 | 2026-01-20 10:17:25 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B003897 | 2026-01-20 10:17:28 | W007 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B005547 | 2026-01-20 10:17:59 | W007 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B000747 | 2026-01-20 10:18:04 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B004234 | 2026-01-20 10:18:09 | W007 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000743 | 2026-01-20 10:18:11 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B000745 | 2026-01-20 10:18:12 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000744 | 2026-01-20 10:18:14 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000751 | 2026-01-20 10:18:17 | W007 | host=file-srv-01 user=svc_backup process=backup-agent | backup-agent:1230@file-srv-01 --connect--> 10.20.1.41:873 (socket) | cmd=connect | args=backup metadata sync to monitoring server
- B000746 | 2026-01-20 10:18:18 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B004251 | 2026-01-20 10:18:27 | W007 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B004480 | 2026-01-20 10:18:33 | W007 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B000748 | 2026-01-20 10:18:45 | W007 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B000757 | 2026-01-20 10:19:16 | W007 | host=ws-dev-02 user=u_dev process=git | git:2212@ws-dev-02 --connect--> 192.0.2.30:443 (socket) | cmd=connect | args=normal package/source repository access
- B000759 | 2026-01-20 10:19:45 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2232@ws-dev-02 --execute--> /var/lib/docker/tmp/build-context.tar (file) | cmd=read | args=normal local development/test activity
- ... 57 additional audit rows omitted for W007

### Network flow side-view evidence
- BF000261 | 2026-01-20 10:10:05~2026-01-20 10:10:09 | W007 | mon-srv-01 10.20.1.41:51042 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1489 bytes_in=3725 | related_audit=B000670
- BF000259 | 2026-01-20 10:10:06~2026-01-20 10:10:12 | W007 | mon-srv-01 10.20.1.41:47256 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1509 bytes_in=6526 | related_audit=B000668
- BF000262 | 2026-01-20 10:10:16~2026-01-20 10:10:20 | W007 | mon-srv-01 10.20.1.41:42557 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1657 bytes_in=3643 | related_audit=B000671
- BF000265 | 2026-01-20 10:10:17~2026-01-20 10:10:22 | W007 | mon-srv-01 10.20.1.41:59053 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1676 bytes_in=9294 | related_audit=B000675
- BF000267 | 2026-01-20 10:10:19~2026-01-20 10:11:02 | W007 | ws-finance-01 10.20.1.11:42208 -> 192.0.2.10:443 | service=HTTPS pattern=benign_update | bytes_out=2722 bytes_in=154954 | related_audit=B000678
- BF000260 | 2026-01-20 10:10:19~2026-01-20 10:10:24 | W007 | mon-srv-01 10.20.1.41:57924 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1730 bytes_in=3625 | related_audit=B000669
- BF000263 | 2026-01-20 10:10:22~2026-01-20 10:10:25 | W007 | mon-srv-01 10.20.1.41:49760 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=2104 bytes_in=16931 | related_audit=B000673
- BF000264 | 2026-01-20 10:10:35~2026-01-20 10:10:43 | W007 | mon-srv-01 10.20.1.41:52780 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1429 bytes_in=6999 | related_audit=B000674
- BF000266 | 2026-01-20 10:10:46~2026-01-20 10:10:59 | W007 | ws-finance-01 10.20.1.11:57341 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=2705 bytes_in=21984 | related_audit=B000676
- BF000268 | 2026-01-20 10:11:24~2026-01-20 10:11:47 | W007 | ws-dev-02 10.20.1.12:49977 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=9325 bytes_in=7246 | related_audit=B000685
- BF000273 | 2026-01-20 10:12:04~2026-01-20 10:12:08 | W007 | ws-finance-01 10.20.1.11:45684 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=2479 bytes_in=15807 | related_audit=B000695
- BF000272 | 2026-01-20 10:12:10~2026-01-20 10:12:16 | W007 | mon-srv-01 10.20.1.41:58978 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=932 bytes_in=3920 | related_audit=B000693
- BF000274 | 2026-01-20 10:12:14~2026-01-20 10:12:26 | W007 | ws-dev-02 10.20.1.12:57096 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=8403 bytes_in=32810 | related_audit=B000698
- BF000271 | 2026-01-20 10:12:18~2026-01-20 10:12:21 | W007 | mon-srv-01 10.20.1.41:44657 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1720 bytes_in=8845 | related_audit=B000692
- BF000269 | 2026-01-20 10:12:20~2026-01-20 10:12:26 | W007 | mon-srv-01 10.20.1.41:44855 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1303 bytes_in=8280 | related_audit=B000690
- BF000270 | 2026-01-20 10:12:22~2026-01-20 10:12:25 | W007 | mon-srv-01 10.20.1.41:53324 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1201 bytes_in=6143 | related_audit=B000691
- BF000278 | 2026-01-20 10:14:09~2026-01-20 10:14:13 | W007 | mon-srv-01 10.20.1.41:57721 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1463 bytes_in=3497 | related_audit=B000711
- BF000277 | 2026-01-20 10:14:14~2026-01-20 10:14:20 | W007 | mon-srv-01 10.20.1.41:51325 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1469 bytes_in=8202 | related_audit=B000710
- BF000275 | 2026-01-20 10:14:19~2026-01-20 10:14:22 | W007 | mon-srv-01 10.20.1.41:59624 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1120 bytes_in=4401 | related_audit=B000708
- BF000276 | 2026-01-20 10:14:19~2026-01-20 10:14:24 | W007 | mon-srv-01 10.20.1.41:45711 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=993 bytes_in=3552 | related_audit=B000709
- BF000283 | 2026-01-20 10:15:09~2026-01-20 10:15:21 | W007 | ws-finance-01 10.20.1.11:46027 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=2671 bytes_in=14290 | related_audit=B000723
- BF000282 | 2026-01-20 10:15:12~2026-01-20 10:15:24 | W007 | ws-finance-01 10.20.1.11:53344 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=1611 bytes_in=56547 | related_audit=B000721
- BF000281 | 2026-01-20 10:15:17~2026-01-20 10:15:25 | W007 | mon-srv-01 10.20.1.41:46397 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=2203 bytes_in=16100 | related_audit=B000720
- BF000280 | 2026-01-20 10:15:46~2026-01-20 10:15:51 | W007 | mon-srv-01 10.20.1.41:55571 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1346 bytes_in=13649 | related_audit=B000719
- BF000279 | 2026-01-20 10:15:55~2026-01-20 10:16:03 | W007 | mon-srv-01 10.20.1.41:54191 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=2296 bytes_in=12805 | related_audit=B000718
- BF000287 | 2026-01-20 10:16:04~2026-01-20 10:16:09 | W007 | mon-srv-01 10.20.1.41:48702 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1552 bytes_in=7973 | related_audit=B000732
- BF000286 | 2026-01-20 10:16:05~2026-01-20 10:16:08 | W007 | mon-srv-01 10.20.1.41:48658 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1703 bytes_in=4829 | related_audit=B000731
- BF000288 | 2026-01-20 10:16:07~2026-01-20 10:16:12 | W007 | ws-finance-01 10.20.1.11:50278 -> 10.20.1.21:445 | service=SMB pattern=file_server_access | bytes_out=3183 bytes_in=265392 | related_audit=B000734
- BF000285 | 2026-01-20 10:16:08~2026-01-20 10:16:12 | W007 | mon-srv-01 10.20.1.41:56691 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1292 bytes_in=4072 | related_audit=B000730
- BF000284 | 2026-01-20 10:16:15~2026-01-20 10:16:19 | W007 | mon-srv-01 10.20.1.41:45921 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=928 bytes_in=3264 | related_audit=B000729
- BF000289 | 2026-01-20 10:16:26~2026-01-20 10:17:24 | W007 | ws-dev-02 10.20.1.12:49103 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=32229 bytes_in=24612 | related_audit=B000735
- BF000293 | 2026-01-20 10:18:05~2026-01-20 10:18:09 | W007 | mon-srv-01 10.20.1.41:53959 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1396 bytes_in=8343 | related_audit=B000746
- BF000292 | 2026-01-20 10:18:13~2026-01-20 10:18:19 | W007 | mon-srv-01 10.20.1.41:54523 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=804 bytes_in=4164 | related_audit=B000745
- BF000295 | 2026-01-20 10:18:17~2026-01-20 10:18:56 | W007 | file-srv-01 10.20.1.21:45238 -> 10.20.1.41:873 | service=RSYNC pattern=backup_sync | bytes_out=31302 bytes_in=9999 | related_audit=B000751
- BF000291 | 2026-01-20 10:18:17~2026-01-20 10:18:22 | W007 | mon-srv-01 10.20.1.41:57454 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1140 bytes_in=4595 | related_audit=B000744
- BF000290 | 2026-01-20 10:18:21~2026-01-20 10:18:25 | W007 | mon-srv-01 10.20.1.41:50958 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=831 bytes_in=5747 | related_audit=B000743
- BF000294 | 2026-01-20 10:18:45~2026-01-20 10:18:57 | W007 | ws-finance-01 10.20.1.11:44016 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=1745 bytes_in=24740 | related_audit=B000748
- BF000296 | 2026-01-20 10:19:16~2026-01-20 10:19:44 | W007 | ws-dev-02 10.20.1.12:57253 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=9521 bytes_in=67087 | related_audit=B000757

### Host metric samples
- M000355 | 2026-01-20 10:10:00 | W007 | host=mon-srv-01 | cpu=28.7 mem=63.3 disk_read=110541 disk_write=195796 net_in=10600 net_out=5780 proc_count=116 open_files=386 | hint=prometheus | note=normal baseline
- M000352 | 2026-01-20 10:10:00 | W007 | host=ws-dev-02 | cpu=24.52 mem=52.8 disk_read=119209 disk_write=124640 net_in=6609 net_out=5842 proc_count=125 open_files=348 | hint=dev-shell | note=normal baseline
- M000360 | 2026-01-20 10:11:00 | W007 | host=mon-srv-01 | cpu=28.45 mem=62.33 disk_read=113248 disk_write=167279 net_in=20314 net_out=8052 proc_count=117 open_files=403 | hint=prometheus | note=normal baseline
- M000359 | 2026-01-20 10:11:00 | W007 | host=portal-web-01 | cpu=22.95 mem=57.59 disk_read=72614 disk_write=96638 net_in=8770 net_out=9232 proc_count=101 open_files=401 | hint=nginx | note=normal baseline
- M000357 | 2026-01-20 10:11:00 | W007 | host=ws-dev-02 | cpu=23.57 mem=54.9 disk_read=121271 disk_write=93633 net_in=6896 net_out=3483 proc_count=123 open_files=389 | hint=dev-shell | note=normal baseline
- M000365 | 2026-01-20 10:12:00 | W007 | host=mon-srv-01 | cpu=25.15 mem=64.2 disk_read=145873 disk_write=175501 net_in=11152 net_out=11115 proc_count=119 open_files=419 | hint=prometheus | note=normal baseline
- M000364 | 2026-01-20 10:12:00 | W007 | host=portal-web-01 | cpu=26.08 mem=56.95 disk_read=110798 disk_write=110148 net_in=7709 net_out=8320 proc_count=99 open_files=422 | hint=nginx | note=normal baseline
- M000362 | 2026-01-20 10:12:00 | W007 | host=ws-dev-02 | cpu=29.28 mem=53.09 disk_read=104795 disk_write=94025 net_in=7891 net_out=3717 proc_count=123 open_files=366 | hint=dev-shell | note=normal baseline
- M000370 | 2026-01-20 10:13:00 | W007 | host=mon-srv-01 | cpu=28.67 mem=63.09 disk_read=111570 disk_write=154860 net_in=15377 net_out=12182 proc_count=114 open_files=422 | hint=prometheus | note=normal baseline
- M000369 | 2026-01-20 10:13:00 | W007 | host=portal-web-01 | cpu=24.74 mem=57.17 disk_read=115718 disk_write=127329 net_in=7299 net_out=9283 proc_count=101 open_files=366 | hint=nginx | note=normal baseline
- M000367 | 2026-01-20 10:13:00 | W007 | host=ws-dev-02 | cpu=24.55 mem=54.64 disk_read=149275 disk_write=100780 net_in=8683 net_out=5506 proc_count=120 open_files=340 | hint=dev-shell | note=normal baseline
- M000366 | 2026-01-20 10:13:00 | W007 | host=ws-finance-01 | cpu=24.45 mem=48.62 disk_read=93213 disk_write=116457 net_in=5524 net_out=3800 proc_count=115 open_files=369 | hint=office-apps | note=normal baseline
- M000375 | 2026-01-20 10:14:00 | W007 | host=mon-srv-01 | cpu=27.15 mem=62.93 disk_read=116362 disk_write=188163 net_in=18088 net_out=6491 proc_count=121 open_files=406 | hint=prometheus | note=normal baseline
- M000374 | 2026-01-20 10:14:00 | W007 | host=portal-web-01 | cpu=25.15 mem=58.54 disk_read=117852 disk_write=97142 net_in=5507 net_out=12268 proc_count=100 open_files=324 | hint=nginx | note=normal baseline
- M000372 | 2026-01-20 10:14:00 | W007 | host=ws-dev-02 | cpu=25.12 mem=52.0 disk_read=121991 disk_write=114121 net_in=5155 net_out=4830 proc_count=126 open_files=363 | hint=dev-shell | note=normal baseline
- M000380 | 2026-01-20 10:15:00 | W007 | host=mon-srv-01 | cpu=24.31 mem=64.06 disk_read=152116 disk_write=174207 net_in=21189 net_out=9622 proc_count=124 open_files=408 | hint=prometheus | note=normal baseline
- M000379 | 2026-01-20 10:15:00 | W007 | host=portal-web-01 | cpu=23.18 mem=58.43 disk_read=91273 disk_write=97879 net_in=8260 net_out=6237 proc_count=105 open_files=361 | hint=nginx | note=normal baseline
- M000377 | 2026-01-20 10:15:00 | W007 | host=ws-dev-02 | cpu=23.0 mem=53.33 disk_read=137052 disk_write=90835 net_in=5988 net_out=5137 proc_count=125 open_files=341 | hint=dev-shell | note=normal baseline
- M000385 | 2026-01-20 10:16:00 | W007 | host=mon-srv-01 | cpu=24.25 mem=61.49 disk_read=110065 disk_write=141996 net_in=17937 net_out=11364 proc_count=117 open_files=428 | hint=prometheus | note=normal baseline
- M000384 | 2026-01-20 10:16:00 | W007 | host=portal-web-01 | cpu=23.11 mem=57.31 disk_read=90701 disk_write=106214 net_in=8685 net_out=8774 proc_count=99 open_files=382 | hint=nginx | note=normal baseline
- M000381 | 2026-01-20 10:16:00 | W007 | host=ws-finance-01 | cpu=23.66 mem=48.43 disk_read=80787 disk_write=89925 net_in=4989 net_out=2666 proc_count=109 open_files=331 | hint=office-apps | note=normal baseline
- M000390 | 2026-01-20 10:17:00 | W007 | host=mon-srv-01 | cpu=29.35 mem=63.86 disk_read=125918 disk_write=133568 net_in=7828 net_out=10513 proc_count=118 open_files=406 | hint=prometheus | note=normal baseline
- M000389 | 2026-01-20 10:17:00 | W007 | host=portal-web-01 | cpu=24.19 mem=58.2 disk_read=107810 disk_write=83704 net_in=11221 net_out=7094 proc_count=101 open_files=358 | hint=nginx | note=normal baseline
- M000395 | 2026-01-20 10:18:00 | W007 | host=mon-srv-01 | cpu=29.12 mem=63.67 disk_read=111241 disk_write=142817 net_in=14551 net_out=7560 proc_count=115 open_files=407 | hint=prometheus | note=normal baseline
- M000394 | 2026-01-20 10:18:00 | W007 | host=portal-web-01 | cpu=23.21 mem=58.25 disk_read=96761 disk_write=90640 net_in=9776 net_out=4525 proc_count=104 open_files=358 | hint=nginx | note=normal baseline
- M000392 | 2026-01-20 10:18:00 | W007 | host=ws-dev-02 | cpu=22.55 mem=53.16 disk_read=81509 disk_write=115737 net_in=6428 net_out=4360 proc_count=125 open_files=390 | hint=dev-shell | note=normal baseline
- M000400 | 2026-01-20 10:19:00 | W007 | host=mon-srv-01 | cpu=27.08 mem=64.65 disk_read=115715 disk_write=171107 net_in=14509 net_out=5411 proc_count=111 open_files=413 | hint=prometheus | note=normal baseline
- M000399 | 2026-01-20 10:19:00 | W007 | host=portal-web-01 | cpu=26.36 mem=57.04 disk_read=76553 disk_write=60931 net_in=10799 net_out=7837 proc_count=99 open_files=378 | hint=nginx | note=normal baseline
- M000397 | 2026-01-20 10:19:00 | W007 | host=ws-dev-02 | cpu=25.13 mem=51.0 disk_read=106649 disk_write=125339 net_in=4201 net_out=3927 proc_count=125 open_files=360 | hint=dev-shell | note=normal baseline
- M000396 | 2026-01-20 10:19:00 | W007 | host=ws-finance-01 | cpu=23.1 mem=49.74 disk_read=104793 disk_write=82330 net_in=5613 net_out=3657 proc_count=112 open_files=315 | hint=office-apps | note=normal baseline

### Host metric clue events
- none

---
