flow_id,start_time,end_time,window_id,src_host,src_ip,src_port,dst_ip,dst_port,protocol,service,bytes_out,bytes_in,packets_out,packets_in,duration_ms,flow_pattern,label,stage,attack_step,related_audit_events
BF001039,2026-01-20 13:42:40,2026-01-20 13:42:46,W028,ws-finance-01,10.20.1.11,45746,10.20.1.31,443,TCP,HTTPS,3772,37172,6,58,6000,portal_browsing,benign,benign,benign,B002672
BF001043,2026-01-20 13:44:06,2026-01-20 13:44:12,W028,mon-srv-01,10.20.1.41,57601,10.20.1.21,9100,TCP,METRIC,1242,8061,2,8,6000,metrics_scrape,benign,benign,benign,B002687
BF001042,2026-01-20 13:44:17,2026-01-20 13:44:22,W028,mon-srv-01,10.20.1.41,56802,10.20.1.12,9100,TCP,METRIC,847,6516,2,7,5000,metrics_scrape,benign,benign,benign,B002686
BF001044,2026-01-20 13:44:17,2026-01-20 13:44:22,W028,mon-srv-01,10.20.1.41,49888,10.20.1.31,9100,TCP,METRIC,1341,7542,2,9,5000,metrics_scrape,benign,benign,benign,B002688
BF001041,2026-01-20 13:44:22,2026-01-20 13:44:27,W028,mon-srv-01,10.20.1.41,53939,10.20.1.11,9100,TCP,METRIC,826,5438,2,4,5000,metrics_scrape,benign,benign,benign,B002685
BF001048,2026-01-20 13:45:04,2026-01-20 13:45:21,W028,ws-finance-01,10.20.1.11,60549,10.20.1.31,443,TCP,HTTPS,2236,38181,3,30,17000,portal_browsing,benign,benign,benign,B002701
BF001047,2026-01-20 13:45:08,2026-01-20 13:45:12,W028,mon-srv-01,10.20.1.41,45385,10.20.1.31,6514,TCP,SYSLOG,2142,14265,3,12,4000,log_collection,benign,benign,benign,B002700
BF001046,2026-01-20 13:45:16,2026-01-20 13:45:24,W028,mon-srv-01,10.20.1.41,51080,10.20.1.12,6514,TCP,SYSLOG,1286,18722,3,13,8000,log_collection,benign,benign,benign,B002699
BF001049,2026-01-20 13:45:30,2026-01-20 13:45:38,W028,ws-finance-01,10.20.1.11,50395,192.0.2.40,993,TCP,IMAPS,3960,35203,5,24,8000,mail_sync,benign,benign,benign,B002703
BF001045,2026-01-20 13:45:36,2026-01-20 13:45:44,W028,mon-srv-01,10.20.1.41,45882,10.20.1.11,6514,TCP,SYSLOG,2324,8872,3,11,8000,log_collection,benign,benign,benign,B002698
BF001051,2026-01-20 13:46:02,2026-01-20 13:46:04,W028,mon-srv-01,10.20.1.41,55720,10.20.1.12,9100,TCP,METRIC,1209,6934,1,5,2000,metrics_scrape,benign,benign,benign,B002710
BF001050,2026-01-20 13:46:04,2026-01-20 13:46:10,W028,mon-srv-01,10.20.1.41,58205,10.20.1.11,9100,TCP,METRIC,1496,4289,2,4,6000,metrics_scrape,benign,benign,benign,B002709
BF001053,2026-01-20 13:46:10,2026-01-20 13:46:14,W028,mon-srv-01,10.20.1.41,44132,10.20.1.31,9100,TCP,METRIC,1324,8675,2,14,4000,metrics_scrape,benign,benign,benign,B002712
BF001052,2026-01-20 13:46:22,2026-01-20 13:46:28,W028,mon-srv-01,10.20.1.41,60377,10.20.1.21,9100,TCP,METRIC,1526,8944,2,10,6000,metrics_scrape,benign,benign,benign,B002711
BF001054,2026-01-20 13:46:23,2026-01-20 13:47:28,W028,ws-dev-02,10.20.1.12,52012,10.20.1.31,22,TCP,SSH,10346,18690,8,14,65000,dev_ssh,benign,benign,benign,B002714
BF001056,2026-01-20 13:48:06,2026-01-20 13:48:08,W028,mon-srv-01,10.20.1.41,42145,10.20.1.12,9100,TCP,METRIC,810,5049,1,5,2000,metrics_scrape,benign,benign,benign,B002723
BF001055,2026-01-20 13:48:10,2026-01-20 13:48:16,W028,mon-srv-01,10.20.1.41,49898,10.20.1.11,9100,TCP,METRIC,1474,7166,2,8,6000,metrics_scrape,benign,benign,benign,B002722
BF001060,2026-01-20 13:48:12,2026-01-20 13:49:38,W028,file-srv-01,10.20.1.21,52964,10.20.1.41,873,TCP,RSYNC,35467,10785,46,15,86000,backup_sync,benign,benign,benign,B002731
BF001058,2026-01-20 13:48:19,2026-01-20 13:48:24,W028,mon-srv-01,10.20.1.41,58867,10.20.1.31,9100,TCP,METRIC,1490,4857,2,6,5000,metrics_scrape,benign,benign,benign,B002725
BF001057,2026-01-20 13:48:22,2026-01-20 13:48:28,W028,mon-srv-01,10.20.1.41,45175,10.20.1.21,9100,TCP,METRIC,1067,8569,2,9,6000,metrics_scrape,benign,benign,benign,B002724
BF001059,2026-01-20 13:48:35,2026-01-20 13:48:44,W028,ws-finance-01,10.20.1.11,46229,10.20.1.31,443,TCP,HTTPS,3111,57483,3,82,9000,portal_browsing,benign,benign,benign,B002727
BF001061,2026-01-20 13:49:35,2026-01-20 13:50:03,W028,ws-dev-02,10.20.1.12,57520,192.0.2.30,443,TCP,HTTPS,6891,157228,10,125,28000,dev_repo_access,benign,benign,benign,B002737
BF001063,2026-01-20 13:50:04,2026-01-20 13:50:07,W029,mon-srv-01,10.20.1.41,46216,10.20.1.12,9100,TCP,METRIC,1286,6479,1,6,3000,metrics_scrape,benign,benign,benign,B002743
BF001066,2026-01-20 13:50:05,2026-01-20 13:50:12,W029,mon-srv-01,10.20.1.41,42174,10.20.1.11,6514,TCP,SYSLOG,2125,9924,2,15,7000,log_collection,benign,benign,benign,B002747
BF001068,2026-01-20 13:50:08,2026-01-20 13:50:16,W029,mon-srv-01,10.20.1.41,49008,10.20.1.31,6514,TCP,SYSLOG,1326,5295,2,5,8000,log_collection,benign,benign,benign,B002749
BF001069,2026-01-20 13:50:10,2026-01-20 13:50:22,W029,ws-finance-01,10.20.1.11,54826,192.0.2.40,993,TCP,IMAPS,4089,11648,4,10,12000,mail_sync,benign,benign,benign,B002750
BF001065,2026-01-20 13:50:17,2026-01-20 13:50:19,W029,mon-srv-01,10.20.1.41,56876,10.20.1.31,9100,TCP,METRIC,1651,7962,2,6,2000,metrics_scrape,benign,benign,benign,B002745
BF001064,2026-01-20 13:50:18,2026-01-20 13:50:24,W029,mon-srv-01,10.20.1.41,47208,10.20.1.21,9100,TCP,METRIC,1054,8117,1,7,6000,metrics_scrape,benign,benign,benign,B002744
BF001067,2026-01-20 13:50:19,2026-01-20 13:50:28,W029,mon-srv-01,10.20.1.41,50462,10.20.1.12,6514,TCP,SYSLOG,2258,18768,2,14,9000,log_collection,benign,benign,benign,B002748
BF001062,2026-01-20 13:50:20,2026-01-20 13:50:23,W029,mon-srv-01,10.20.1.41,53595,10.20.1.11,9100,TCP,METRIC,1011,5137,2,5,3000,metrics_scrape,benign,benign,benign,B002742
BF001070,2026-01-20 13:51:11,2026-01-20 13:51:19,W029,ws-finance-01,10.20.1.11,54670,10.20.1.31,443,TCP,HTTPS,1922,29585,3,34,8000,portal_browsing,benign,benign,benign,B002756
BF001071,2026-01-20 13:51:31,2026-01-20 13:52:22,W029,ws-dev-02,10.20.1.12,54838,10.20.1.31,22,TCP,SSH,4804,8750,4,7,51000,dev_ssh,benign,benign,benign,B002758
BF001075,2026-01-20 13:52:07,2026-01-20 13:52:11,W029,mon-srv-01,10.20.1.41,48302,10.20.1.31,9100,TCP,METRIC,1437,5009,2,6,4000,metrics_scrape,benign,benign,benign,B002766
BF001073,2026-01-20 13:52:15,2026-01-20 13:52:20,W029,mon-srv-01,10.20.1.41,53894,10.20.1.12,9100,TCP,METRIC,1205,6166,1,7,5000,metrics_scrape,benign,benign,benign,B002764
BF001072,2026-01-20 13:52:18,2026-01-20 13:52:21,W029,mon-srv-01,10.20.1.41,48142,10.20.1.11,9100,TCP,METRIC,1102,3236,2,3,3000,metrics_scrape,benign,benign,benign,B002763
BF001074,2026-01-20 13:52:22,2026-01-20 13:52:26,W029,mon-srv-01,10.20.1.41,60189,10.20.1.21,9100,TCP,METRIC,1307,3288,1,4,4000,metrics_scrape,benign,benign,benign,B002765
BF001076,2026-01-20 13:52:30,2026-01-20 13:52:36,W029,ws-finance-01,10.20.1.11,58704,10.20.1.21,445,TCP,SMB,6359,176651,11,131,6000,file_server_access,benign,benign,benign,B002768
BF001078,2026-01-20 13:54:05,2026-01-20 13:54:08,W029,mon-srv-01,10.20.1.41,48824,10.20.1.12,9100,TCP,METRIC,950,3904,1,5,3000,metrics_scrape,benign,benign,benign,B002777
BF001079,2026-01-20 13:54:05,2026-01-20 13:54:09,W029,mon-srv-01,10.20.1.41,49489,10.20.1.21,9100,TCP,METRIC,1073,5355,2,7,4000,metrics_scrape,benign,benign,benign,B002778
BF001080,2026-01-20 13:54:05,2026-01-20 13:54:08,W029,mon-srv-01,10.20.1.41,58299,10.20.1.31,9100,TCP,METRIC,1694,5154,2,6,3000,metrics_scrape,benign,benign,benign,B002779
BF001081,2026-01-20 13:54:05,2026-01-20 13:54:10,W029,ws-finance-01,10.20.1.11,48426,10.20.1.31,443,TCP,HTTPS,1614,50241,2,43,5000,portal_browsing,benign,benign,benign,B002781
BF001077,2026-01-20 13:54:20,2026-01-20 13:54:22,W029,mon-srv-01,10.20.1.41,46009,10.20.1.11,9100,TCP,METRIC,1401,4718,2,4,2000,metrics_scrape,benign,benign,benign,B002776
BF001083,2026-01-20 13:55:17,2026-01-20 13:55:21,W029,mon-srv-01,10.20.1.41,48096,10.20.1.12,6514,TCP,SYSLOG,1891,18313,2,17,4000,log_collection,benign,benign,benign,B002789
BF001084,2026-01-20 13:55:17,2026-01-20 13:55:22,W029,mon-srv-01,10.20.1.41,48960,10.20.1.31,6514,TCP,SYSLOG,1717,13634,2,22,5000,log_collection,benign,benign,benign,B002790
BF001082,2026-01-20 13:55:31,2026-01-20 13:55:34,W029,mon-srv-01,10.20.1.41,44961,10.20.1.11,6514,TCP,SYSLOG,2085,11691,2,9,3000,log_collection,benign,benign,benign,B002788
BF001085,2026-01-20 13:55:34,2026-01-20 13:55:42,W029,ws-finance-01,10.20.1.11,60317,192.0.2.40,993,TCP,IMAPS,3569,8028,3,11,8000,mail_sync,benign,benign,benign,B002791
BF001086,2026-01-20 13:56:02,2026-01-20 13:56:04,W029,mon-srv-01,10.20.1.41,45554,10.20.1.11,9100,TCP,METRIC,1585,8330,2,7,2000,metrics_scrape,benign,benign,benign,B002795
BF001088,2026-01-20 13:56:03,2026-01-20 13:56:07,W029,mon-srv-01,10.20.1.41,59619,10.20.1.21,9100,TCP,METRIC,858,7084,1,10,4000,metrics_scrape,benign,benign,benign,B002797
BF001087,2026-01-20 13:56:06,2026-01-20 13:56:12,W029,mon-srv-01,10.20.1.41,58817,10.20.1.12,9100,TCP,METRIC,893,6148,1,6,6000,metrics_scrape,benign,benign,benign,B002796
BF001089,2026-01-20 13:56:19,2026-01-20 13:56:25,W029,mon-srv-01,10.20.1.41,58687,10.20.1.31,9100,TCP,METRIC,1419,3279,2,3,6000,metrics_scrape,benign,benign,benign,B002798
BF001091,2026-01-20 13:56:37,2026-01-20 13:56:46,W029,ws-dev-02,10.20.1.12,44999,192.0.2.30,443,TCP,HTTPS,2870,185427,4,131,9000,dev_repo_access,benign,benign,benign,B002803
BF001090,2026-01-20 13:56:40,2026-01-20 13:57:07,W029,ws-dev-02,10.20.1.12,42786,10.20.1.31,22,TCP,SSH,18635,25806,13,38,27000,dev_ssh,benign,benign,benign,B002801
BF001092,2026-01-20 13:57:44,2026-01-20 13:57:49,W029,ws-finance-01,10.20.1.11,53888,10.20.1.31,443,TCP,HTTPS,1838,63130,2,58,5000,portal_browsing,benign,benign,benign,B002809
BF001095,2026-01-20 13:58:06,2026-01-20 13:58:09,W029,mon-srv-01,10.20.1.41,53780,10.20.1.21,9100,TCP,METRIC,1112,4732,2,5,3000,metrics_scrape,benign,benign,benign,B002817
BF001094,2026-01-20 13:58:08,2026-01-20 13:58:14,W029,mon-srv-01,10.20.1.41,50488,10.20.1.12,9100,TCP,METRIC,1684,3697,2,4,6000,metrics_scrape,benign,benign,benign,B002816
BF001096,2026-01-20 13:58:15,2026-01-20 13:58:19,W029,mon-srv-01,10.20.1.41,57975,10.20.1.31,9100,TCP,METRIC,824,4348,1,7,4000,metrics_scrape,benign,benign,benign,B002818
BF001093,2026-01-20 13:58:20,2026-01-20 13:58:26,W029,mon-srv-01,10.20.1.41,43994,10.20.1.11,9100,TCP,METRIC,1657,5400,3,4,6000,metrics_scrape,benign,benign,benign,B002815
BF001100,2026-01-20 14:00:04,2026-01-20 14:00:06,W030,mon-srv-01,10.20.1.41,47161,10.20.1.31,9100,TCP,METRIC,1247,6679,2,7,2000,metrics_scrape,benign,benign,benign,B002830
BF001098,2026-01-20 14:00:10,2026-01-20 14:00:16,W030,mon-srv-01,10.20.1.41,58895,10.20.1.12,9100,TCP,METRIC,927,3211,2,3,6000,metrics_scrape,benign,benign,benign,B002828
BF001105,2026-01-20 14:00:10,2026-01-20 14:00:23,W030,ws-finance-01,10.20.1.11,51002,192.0.2.40,993,TCP,IMAPS,3134,18148,3,16,13000,mail_sync,benign,benign,benign,B002838
BF001103,2026-01-20 14:00:13,2026-01-20 14:00:16,W030,mon-srv-01,10.20.1.41,50976,10.20.1.31,6514,TCP,SYSLOG,1483,14954,2,10,3000,log_collection,benign,benign,benign,B002834
BF001101,2026-01-20 14:00:15,2026-01-20 14:00:21,W030,mon-srv-01,10.20.1.41,44083,10.20.1.11,6514,TCP,SYSLOG,1745,14148,3,14,6000,log_collection,benign,benign,benign,B002832
BF001099,2026-01-20 14:00:17,2026-01-20 14:00:19,W030,mon-srv-01,10.20.1.41,46580,10.20.1.21,9100,TCP,METRIC,1252,3892,2,7,2000,metrics_scrape,benign,benign,benign,B002829
BF001102,2026-01-20 14:00:19,2026-01-20 14:00:23,W030,mon-srv-01,10.20.1.41,58022,10.20.1.12,6514,TCP,SYSLOG,1731,7653,3,13,4000,log_collection,benign,benign,benign,B002833
BF001097,2026-01-20 14:00:22,2026-01-20 14:00:25,W030,mon-srv-01,10.20.1.41,56031,10.20.1.11,9100,TCP,METRIC,1388,3630,2,3,3000,metrics_scrape,benign,benign,benign,B002827
BF001104,2026-01-20 14:00:45,2026-01-20 14:00:50,W030,ws-finance-01,10.20.1.11,48417,10.20.1.31,443,TCP,HTTPS,2854,58923,4,44,5000,portal_browsing,benign,benign,benign,B002835
BF001106,2026-01-20 14:01:28,2026-01-20 14:02:26,W030,ws-dev-02,10.20.1.12,56246,10.20.1.31,22,TCP,SSH,17719,43740,28,69,58000,dev_ssh,benign,benign,benign,B002846
BF001108,2026-01-20 14:02:04,2026-01-20 14:02:08,W030,mon-srv-01,10.20.1.41,58677,10.20.1.12,9100,TCP,METRIC,930,5114,1,7,4000,metrics_scrape,benign,benign,benign,B002851
BF001107,2026-01-20 14:02:06,2026-01-20 14:02:10,W030,mon-srv-01,10.20.1.41,59577,10.20.1.11,9100,TCP,METRIC,1378,7368,2,10,4000,metrics_scrape,benign,benign,benign,B002850
BF001109,2026-01-20 14:02:12,2026-01-20 14:02:18,W030,mon-srv-01,10.20.1.41,50626,10.20.1.21,9100,TCP,METRIC,1027,6724,2,10,6000,metrics_scrape,benign,benign,benign,B002852
BF001110,2026-01-20 14:02:17,2026-01-20 14:02:19,W030,mon-srv-01,10.20.1.41,60640,10.20.1.31,9100,TCP,METRIC,1415,7678,1,9,2000,metrics_scrape,benign,benign,benign,B002853
BF001113,2026-01-20 14:03:30,2026-01-20 14:04:29,W030,file-srv-01,10.20.1.21,60223,10.20.1.41,873,TCP,RSYNC,42781,8328,57,6,59000,backup_sync,benign,benign,benign,B002864
BF001112,2026-01-20 14:03:36,2026-01-20 14:04:07,W030,ws-dev-02,10.20.1.12,59125,192.0.2.30,443,TCP,HTTPS,8151,96910,8,75,31000,dev_repo_access,benign,benign,benign,B002862
BF001111,2026-01-20 14:03:44,2026-01-20 14:03:53,W030,ws-finance-01,10.20.1.11,54181,10.20.1.31,443,TCP,HTTPS,3565,17002,3,19,9000,portal_browsing,benign,benign,benign,B002860
BF001116,2026-01-20 14:04:06,2026-01-20 14:04:12,W030,mon-srv-01,10.20.1.41,47467,10.20.1.21,9100,TCP,METRIC,1286,6213,2,6,6000,metrics_scrape,benign,benign,benign,B002871
BF001115,2026-01-20 14:04:18,2026-01-20 14:04:24,W030,mon-srv-01,10.20.1.41,58170,10.20.1.12,9100,TCP,METRIC,1781,4494,2,5,6000,metrics_scrape,benign,benign,benign,B002870
BF001114,2026-01-20 14:04:19,2026-01-20 14:04:23,W030,mon-srv-01,10.20.1.41,50182,10.20.1.11,9100,TCP,METRIC,1510,8827,2,8,4000,metrics_scrape,benign,benign,benign,B002869
BF001117,2026-01-20 14:04:20,2026-01-20 14:04:26,W030,mon-srv-01,10.20.1.41,60100,10.20.1.31,9100,TCP,METRIC,1796,6315,2,7,6000,metrics_scrape,benign,benign,benign,B002872
BF001350,2026-01-20 14:05:04,2026-01-20 14:05:32,W030,ws-finance-01,10.20.1.11,43414,192.0.2.10,443,TCP,HTTPS,8587,334804,13,283,28000,benign_update_burst,benign,benign,benign,B003502
BF001121,2026-01-20 14:05:07,2026-01-20 14:05:25,W030,ws-finance-01,10.20.1.11,46443,192.0.2.40,993,TCP,IMAPS,1845,36151,2,25,18000,mail_sync,benign,benign,benign,B002885
BF001119,2026-01-20 14:05:34,2026-01-20 14:05:38,W030,mon-srv-01,10.20.1.41,48082,10.20.1.12,6514,TCP,SYSLOG,1581,15506,2,11,4000,log_collection,benign,benign,benign,B002883
BF001118,2026-01-20 14:05:37,2026-01-20 14:05:43,W030,mon-srv-01,10.20.1.41,57840,10.20.1.11,6514,TCP,SYSLOG,1531,16210,2,23,6000,log_collection,benign,benign,benign,B002882
BF001120,2026-01-20 14:05:53,2026-01-20 14:06:02,W030,mon-srv-01,10.20.1.41,46680,10.20.1.31,6514,TCP,SYSLOG,2365,13003,3,16,9000,log_collection,benign,benign,benign,B002884
BF001122,2026-01-20 14:06:07,2026-01-20 14:06:09,W030,mon-srv-01,10.20.1.41,43032,10.20.1.11,9100,TCP,METRIC,1589,3334,2,3,2000,metrics_scrape,benign,benign,benign,B002889
BF001125,2026-01-20 14:06:07,2026-01-20 14:06:09,W030,mon-srv-01,10.20.1.41,42001,10.20.1.31,9100,TCP,METRIC,1167,6444,1,11,2000,metrics_scrape,benign,benign,benign,B002892
BF001127,2026-01-20 14:06:08,2026-01-20 14:06:24,W030,ws-dev-02,10.20.1.12,42087,10.20.1.31,22,TCP,SSH,8875,9218,8,13,16000,dev_ssh,benign,benign,benign,B002896
BF001124,2026-01-20 14:06:11,2026-01-20 14:06:14,W030,mon-srv-01,10.20.1.41,46880,10.20.1.21,9100,TCP,METRIC,1551,6600,2,8,3000,metrics_scrape,benign,benign,benign,B002891
BF001351,2026-01-20 14:06:20,2026-01-20 14:06:41,W030,ws-finance-01,10.20.1.11,42695,192.0.2.10,443,TCP,HTTPS,2407,238476,4,298,21000,benign_update_burst,benign,benign,benign,B003504
BF001123,2026-01-20 14:06:22,2026-01-20 14:06:25,W030,mon-srv-01,10.20.1.41,53171,10.20.1.12,9100,TCP,METRIC,1492,3234,2,3,3000,metrics_scrape,benign,benign,benign,B002890
BF001126,2026-01-20 14:06:24,2026-01-20 14:06:42,W030,ws-finance-01,10.20.1.11,42671,10.20.1.31,443,TCP,HTTPS,3208,35973,5,52,18000,portal_browsing,benign,benign,benign,B002894
BF001352,2026-01-20 14:07:41,2026-01-20 14:08:04,W030,ws-finance-01,10.20.1.11,57887,192.0.2.10,443,TCP,HTTPS,8813,183319,7,192,23000,benign_update_burst,benign,benign,benign,B003506
BF001128,2026-01-20 14:08:04,2026-01-20 14:08:06,W030,mon-srv-01,10.20.1.41,48720,10.20.1.11,9100,TCP,METRIC,991,8273,1,7,2000,metrics_scrape,benign,benign,benign,B002906
BF001129,2026-01-20 14:08:09,2026-01-20 14:08:13,W030,mon-srv-01,10.20.1.41,60176,10.20.1.12,9100,TCP,METRIC,939,6192,1,8,4000,metrics_scrape,benign,benign,benign,B002907
BF001130,2026-01-20 14:08:16,2026-01-20 14:08:18,W030,mon-srv-01,10.20.1.41,50825,10.20.1.21,9100,TCP,METRIC,1287,8189,2,9,2000,metrics_scrape,benign,benign,benign,B002908
BF001131,2026-01-20 14:08:18,2026-01-20 14:08:24,W030,mon-srv-01,10.20.1.41,60261,10.20.1.31,9100,TCP,METRIC,1285,8288,1,8,6000,metrics_scrape,benign,benign,benign,B002909
BF001353,2026-01-20 14:08:45,2026-01-20 14:09:04,W030,ws-finance-01,10.20.1.11,45738,192.0.2.10,443,TCP,HTTPS,2386,241334,3,205,19000,benign_update_burst,benign,benign,benign,B003508
BF001354,2026-01-20 14:09:03,2026-01-20 14:09:20,W030,ws-finance-01,10.20.1.11,49732,192.0.2.10,443,TCP,HTTPS,5405,158949,6,183,17000,benign_update_burst,benign,benign,benign,B003510
BF001132,2026-01-20 14:09:38,2026-01-20 14:09:47,W030,ws-finance-01,10.20.1.11,52249,10.20.1.31,443,TCP,HTTPS,1459,27654,2,21,9000,portal_browsing,benign,benign,benign,B002918
BF001135,2026-01-20 14:10:07,2026-01-20 14:10:10,W031,mon-srv-01,10.20.1.41,42420,10.20.1.21,9100,TCP,METRIC,953,4048,1,5,3000,metrics_scrape,benign,benign,benign,B002925
BF001139,2026-01-20 14:10:09,2026-01-20 14:10:13,W031,mon-srv-01,10.20.1.41,46226,10.20.1.31,6514,TCP,SYSLOG,1312,6031,2,5,4000,log_collection,benign,benign,benign,B002930
BF001133,2026-01-20 14:10:16,2026-01-20 14:10:20,W031,mon-srv-01,10.20.1.41,51650,10.20.1.11,9100,TCP,METRIC,1226,5902,2,8,4000,metrics_scrape,benign,benign,benign,B002923
BF001355,2026-01-20 14:10:17,2026-01-20 14:10:43,W031,ws-finance-01,10.20.1.11,52721,192.0.2.10,443,TCP,HTTPS,6746,352015,7,286,26000,benign_update_burst,benign,benign,benign,B003512
BF001136,2026-01-20 14:10:20,2026-01-20 14:10:26,W031,mon-srv-01,10.20.1.41,57823,10.20.1.31,9100,TCP,METRIC,1653,7907,2,7,6000,metrics_scrape,benign,benign,benign,B002926
BF001141,2026-01-20 14:10:21,2026-01-20 14:10:46,W031,ws-finance-01,10.20.1.11,46094,192.0.2.10,443,TCP,HTTPS,5793,131501,7,207,25000,benign_update,benign,benign,benign,B002933
BF001134,2026-01-20 14:10:22,2026-01-20 14:10:25,W031,mon-srv-01,10.20.1.41,51542,10.20.1.12,9100,TCP,METRIC,1116,6170,1,6,3000,metrics_scrape,benign,benign,benign,B002924
BF001138,2026-01-20 14:10:22,2026-01-20 14:10:30,W031,mon-srv-01,10.20.1.41,59246,10.20.1.12,6514,TCP,SYSLOG,2029,11930,2,9,8000,log_collection,benign,benign,benign,B002929
F0017,2026-01-20 14:10:22,2026-01-20 14:10:31,W031,ws-finance-01,10.20.1.11,49910,198.51.100.77,443,TCP,HTTPS,1040,780,9,8,9000,weak_beacon,malicious,C2,A20,E0055
BF001140,2026-01-20 14:10:33,2026-01-20 14:10:41,W031,ws-finance-01,10.20.1.11,50681,192.0.2.40,993,TCP,IMAPS,2490,18862,4,15,8000,mail_sync,benign,benign,benign,B002931
BF001137,2026-01-20 14:10:36,2026-01-20 14:10:39,W031,mon-srv-01,10.20.1.41,52081,10.20.1.11,6514,TCP,SYSLOG,1525,8263,2,12,3000,log_collection,benign,benign,benign,B002928
BF001142,2026-01-20 14:10:44,2026-01-20 14:11:03,W031,ws-dev-02,10.20.1.12,56934,192.0.2.30,443,TCP,HTTPS,6347,275388,9,423,19000,dev_repo_access,benign,benign,benign,B002935
BF001143,2026-01-20 14:11:05,2026-01-20 14:12:16,W031,ws-dev-02,10.20.1.12,51128,10.20.1.31,22,TCP,SSH,11406,13372,13,13,71000,dev_ssh,benign,benign,benign,B002941
BF001148,2026-01-20 14:12:04,2026-01-20 14:12:16,W031,ws-finance-01,10.20.1.11,55987,10.20.1.31,443,TCP,HTTPS,3026,64375,4,66,12000,portal_browsing,benign,benign,benign,B002950
BF001147,2026-01-20 14:12:14,2026-01-20 14:12:20,W031,mon-srv-01,10.20.1.41,43572,10.20.1.31,9100,TCP,METRIC,1666,8860,3,7,6000,metrics_scrape,benign,benign,benign,B002948
BF001144,2026-01-20 14:12:16,2026-01-20 14:12:20,W031,mon-srv-01,10.20.1.41,56723,10.20.1.11,9100,TCP,METRIC,1262,8458,2,7,4000,metrics_scrape,benign,benign,benign,B002945
BF001145,2026-01-20 14:12:17,2026-01-20 14:12:21,W031,mon-srv-01,10.20.1.41,53492,10.20.1.12,9100,TCP,METRIC,891,6928,2,7,4000,metrics_scrape,benign,benign,benign,B002946
BF001146,2026-01-20 14:12:22,2026-01-20 14:12:28,W031,mon-srv-01,10.20.1.41,51197,10.20.1.21,9100,TCP,METRIC,1485,5803,3,6,6000,metrics_scrape,benign,benign,benign,B002947
BF001150,2026-01-20 14:14:06,2026-01-20 14:14:09,W031,mon-srv-01,10.20.1.41,50195,10.20.1.12,9100,TCP,METRIC,1025,6342,1,9,3000,metrics_scrape,benign,benign,benign,B002962
BF001151,2026-01-20 14:14:08,2026-01-20 14:14:12,W031,mon-srv-01,10.20.1.41,51105,10.20.1.21,9100,TCP,METRIC,1781,8944,2,10,4000,metrics_scrape,benign,benign,benign,B002963
BF001149,2026-01-20 14:14:21,2026-01-20 14:14:25,W031,mon-srv-01,10.20.1.41,45021,10.20.1.11,9100,TCP,METRIC,1272,3849,2,5,4000,metrics_scrape,benign,benign,benign,B002961
BF001152,2026-01-20 14:14:22,2026-01-20 14:14:28,W031,mon-srv-01,10.20.1.41,53005,10.20.1.31,9100,TCP,METRIC,1213,8135,2,7,6000,metrics_scrape,benign,benign,benign,B002964
BF001154,2026-01-20 14:15:18,2026-01-20 14:15:22,W031,mon-srv-01,10.20.1.41,57051,10.20.1.12,6514,TCP,SYSLOG,1398,4923,1,6,4000,log_collection,benign,benign,benign,B002971
BF001155,2026-01-20 14:15:21,2026-01-20 14:15:28,W031,mon-srv-01,10.20.1.41,60358,10.20.1.31,6514,TCP,SYSLOG,1573,7943,2,8,7000,log_collection,benign,benign,benign,B002972
BF001157,2026-01-20 14:15:32,2026-01-20 14:15:48,W031,ws-finance-01,10.20.1.11,59325,192.0.2.40,993,TCP,IMAPS,3628,15713,3,14,16000,mail_sync,benign,benign,benign,B002975
BF001153,2026-01-20 14:15:34,2026-01-20 14:15:43,W031,mon-srv-01,10.20.1.41,45457,10.20.1.11,6514,TCP,SYSLOG,1465,17211,3,16,9000,log_collection,benign,benign,benign,B002970
BF001156,2026-01-20 14:15:49,2026-01-20 14:15:54,W031,ws-finance-01,10.20.1.11,43078,10.20.1.31,443,TCP,HTTPS,3185,21172,3,28,5000,portal_browsing,benign,benign,benign,B002973
BF001161,2026-01-20 14:16:07,2026-01-20 14:16:09,W031,mon-srv-01,10.20.1.41,60392,10.20.1.31,9100,TCP,METRIC,839,8072,1,7,2000,metrics_scrape,benign,benign,benign,B002984
BF001159,2026-01-20 14:16:12,2026-01-20 14:16:17,W031,mon-srv-01,10.20.1.41,60638,10.20.1.12,9100,TCP,METRIC,1684,8241,2,12,5000,metrics_scrape,benign,benign,benign,B002982
BF001158,2026-01-20 14:16:13,2026-01-20 14:16:17,W031,mon-srv-01,10.20.1.41,46209,10.20.1.11,9100,TCP,METRIC,1528,8656,2,8,4000,metrics_scrape,benign,benign,benign,B002981
BF001160,2026-01-20 14:16:20,2026-01-20 14:16:24,W031,mon-srv-01,10.20.1.41,44327,10.20.1.21,9100,TCP,METRIC,1495,6723,2,5,4000,metrics_scrape,benign,benign,benign,B002983
BF001162,2026-01-20 14:16:34,2026-01-20 14:17:43,W031,ws-dev-02,10.20.1.12,52631,10.20.1.31,22,TCP,SSH,33874,6302,28,8,69000,dev_ssh,benign,benign,benign,B002987
