event_id,timestamp,window_id,host,user,process,pid,ppid,src_entity,src_type,relation,dst_entity,dst_type,command,args,return_code,label,stage,attack_step
B002334,2026-01-20 13:06:18,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B002336,2026-01-20 13:06:24,W024,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B003537,2026-01-20 13:06:28,W024,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B003928,2026-01-20 13:06:33,W024,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B004491,2026-01-20 13:06:36,W024,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B005299,2026-01-20 13:06:40,W024,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B002342,2026-01-20 13:06:49,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:53067,socket,accept,normal internal https request,0,benign,benign,benign
B002343,2026-01-20 13:06:50,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B002344,2026-01-20 13:06:51,W024,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,serve internal portal request,0,benign,benign,benign
B005175,2026-01-20 13:06:51,W024,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B002341,2026-01-20 13:06:52,W024,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/budget_q1.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B005569,2026-01-20 13:07:00,W024,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B002345,2026-01-20 13:07:03,W024,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B004864,2026-01-20 13:07:22,W024,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B002346,2026-01-20 13:07:23,W024,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign
B002348,2026-01-20 13:07:23,W024,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,execute,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign
B002347,2026-01-20 13:07:26,W024,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,write,/home/u_dev/src/portal/app/config.yaml,file,write,normal development file/cache update,0,benign,benign,benign
B005376,2026-01-20 13:07:36,W024,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B005063,2026-01-20 13:07:43,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B002349,2026-01-20 13:07:50,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:58099,socket,accept,normal internal https request,0,benign,benign,benign
B003680,2026-01-20 13:07:50,W024,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B005206,2026-01-20 13:07:50,W024,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B002350,2026-01-20 13:07:51,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B004415,2026-01-20 13:08:01,W024,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B002352,2026-01-20 13:08:03,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B002353,2026-01-20 13:08:11,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B005289,2026-01-20 13:08:11,W024,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B002351,2026-01-20 13:08:12,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B002354,2026-01-20 13:08:14,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
E0047,2026-01-20 13:08:17,W024,portal-web-01,svc_web,portal-sync,4022,4015,portal-sync:4022@portal-web-01,process,connect,198.51.100.77:443,socket,connect,periodic tls-like beacon to c2,0,malicious,C2,A18
B002358,2026-01-20 13:08:32,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:42007,socket,accept,normal internal https request,0,benign,benign,benign
B002359,2026-01-20 13:08:33,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B003678,2026-01-20 13:08:38,W024,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B002357,2026-01-20 13:08:39,W024,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B002356,2026-01-20 13:08:40,W024,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal document access,0,benign,benign,benign
B003869,2026-01-20 13:08:40,W024,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B002355,2026-01-20 13:08:44,W024,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B005587,2026-01-20 13:08:46,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004546,2026-01-20 13:08:58,W024,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B004804,2026-01-20 13:08:58,W024,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B004824,2026-01-20 13:09:00,W024,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B002360,2026-01-20 13:09:04,W024,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B002361,2026-01-20 13:09:14,W024,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B002362,2026-01-20 13:09:15,W024,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B002363,2026-01-20 13:09:18,W024,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign
B002364,2026-01-20 13:09:42,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:48703,socket,accept,normal internal https request,0,benign,benign,benign
B002365,2026-01-20 13:09:43,W024,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B002366,2026-01-20 13:09:44,W024,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign
B005542,2026-01-20 13:09:47,W024,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B002368,2026-01-20 13:10:03,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B002380,2026-01-20 13:10:06,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B002372,2026-01-20 13:10:08,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign
B002370,2026-01-20 13:10:11,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B002367,2026-01-20 13:10:12,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B003517,2026-01-20 13:10:12,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004375,2026-01-20 13:10:16,W025,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B002369,2026-01-20 13:10:18,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B002381,2026-01-20 13:10:18,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:50450,socket,accept,normal internal https request,0,benign,benign,benign
B005353,2026-01-20 13:10:18,W025,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B002377,2026-01-20 13:10:19,W025,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,connect,192.0.2.10:443,socket,connect,benign package metadata check,0,benign,benign,benign
B002382,2026-01-20 13:10:19,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B002374,2026-01-20 13:10:21,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign
B002375,2026-01-20 13:10:22,W025,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign
B004978,2026-01-20 13:10:22,W025,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B002371,2026-01-20 13:10:23,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B002376,2026-01-20 13:10:24,W025,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign
B005549,2026-01-20 13:10:24,W025,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B002378,2026-01-20 13:10:25,W025,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,write,/var/cache/apt/pkgcache.bin,file,write,benign package cache update,0,benign,benign,benign
B005246,2026-01-20 13:10:34,W025,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B002379,2026-01-20 13:10:37,W025,ws-dev-02,u_dev,python3,2250,1,python3:2250@ws-dev-02,process,read,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign
B002373,2026-01-20 13:10:39,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign
B004282,2026-01-20 13:10:39,W025,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005416,2026-01-20 13:10:42,W025,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B004442,2026-01-20 13:10:52,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
B002386,2026-01-20 13:11:03,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:50279,socket,accept,normal internal https request,0,benign,benign,benign
B002387,2026-01-20 13:11:04,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B002383,2026-01-20 13:11:09,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B005377,2026-01-20 13:11:17,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B003961,2026-01-20 13:11:19,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B005282,2026-01-20 13:11:22,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004423,2026-01-20 13:11:30,W025,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B004188,2026-01-20 13:11:34,W025,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B002384,2026-01-20 13:11:36,W025,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign
B002385,2026-01-20 13:11:37,W025,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:47319,socket,accept,normal developer ssh accepted,0,benign,benign,benign
B005275,2026-01-20 13:11:40,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B003981,2026-01-20 13:11:59,W025,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B002392,2026-01-20 13:12:02,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B002390,2026-01-20 13:12:08,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B002391,2026-01-20 13:12:09,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B002388,2026-01-20 13:12:12,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B002389,2026-01-20 13:12:14,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B002396,2026-01-20 13:12:14,W025,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,read,/home/u_dev/src/portal/app/config.yaml,file,read,normal local development/test activity,0,benign,benign,benign
B002393,2026-01-20 13:12:17,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B002394,2026-01-20 13:12:18,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B002397,2026-01-20 13:12:19,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/projects/roadmap.md,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B002398,2026-01-20 13:12:22,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:57349,socket,accept,normal internal https request,0,benign,benign,benign
B003514,2026-01-20 13:12:22,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B002399,2026-01-20 13:12:23,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B002395,2026-01-20 13:12:24,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/srv/share/finance/monthly_summary.xlsx,file,read,normal document access,0,benign,benign,benign
B002400,2026-01-20 13:12:24,W025,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign
B004117,2026-01-20 13:12:55,W025,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B002402,2026-01-20 13:13:00,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:58346,socket,accept,normal internal https request,0,benign,benign,benign
B002403,2026-01-20 13:13:01,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B003654,2026-01-20 13:13:04,W025,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005051,2026-01-20 13:13:07,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B003653,2026-01-20 13:13:10,W025,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B005402,2026-01-20 13:13:12,W025,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B004847,2026-01-20 13:13:14,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B003543,2026-01-20 13:13:28,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B002401,2026-01-20 13:13:34,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B004993,2026-01-20 13:13:36,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B003541,2026-01-20 13:13:37,W025,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B003810,2026-01-20 13:13:40,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B003573,2026-01-20 13:13:43,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B002405,2026-01-20 13:14:02,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B002404,2026-01-20 13:14:07,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B002407,2026-01-20 13:14:09,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B002408,2026-01-20 13:14:11,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B002406,2026-01-20 13:14:15,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B002409,2026-01-20 13:14:16,W025,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign
B003523,2026-01-20 13:14:16,W025,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B002410,2026-01-20 13:14:19,W025,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,write,/home/u_dev/src/portal/tests/test_api.py,file,write,normal development file/cache update,0,benign,benign,benign
B002412,2026-01-20 13:14:23,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:50717,socket,accept,normal internal https request,0,benign,benign,benign
B002413,2026-01-20 13:14:24,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B004930,2026-01-20 13:14:32,W025,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B004164,2026-01-20 13:14:39,W025,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B002411,2026-01-20 13:14:40,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B004892,2026-01-20 13:14:46,W025,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004325,2026-01-20 13:14:56,W025,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B002418,2026-01-20 13:15:04,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B002420,2026-01-20 13:15:04,W025,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign
B002419,2026-01-20 13:15:05,W025,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B002421,2026-01-20 13:15:06,W025,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign
B003609,2026-01-20 13:15:10,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
B002415,2026-01-20 13:15:19,W025,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign
B005265,2026-01-20 13:15:25,W025,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
