metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M001423,2026-01-20 13:44:00,W028,file-srv-01,11.97,40.6,111675,95500,9102,14053,94,432,0,smbd,normal baseline,benign,benign,benign
M001425,2026-01-20 13:44:00,W028,mon-srv-01,21.74,62.51,90437,126974,10655,13135,119,362,0,prometheus,normal baseline,benign,benign,benign
M001424,2026-01-20 13:44:00,W028,portal-web-01,20.26,54.13,83776,86752,9368,7522,104,334,0,nginx,normal baseline,benign,benign,benign
M001422,2026-01-20 13:44:00,W028,ws-dev-02,22.63,49.69,116566,125233,5680,3988,127,398,1,dev-shell,normal baseline,benign,benign,benign
M001421,2026-01-20 13:44:00,W028,ws-finance-01,14.28,46.57,68532,92369,4414,4656,105,276,1,office-apps,normal baseline,benign,benign,benign
M001428,2026-01-20 13:45:00,W028,file-srv-01,13.55,42.49,200511,87768,9286,12659,93,387,0,smbd,normal baseline,benign,benign,benign
M001430,2026-01-20 13:45:00,W028,mon-srv-01,19.11,59.11,136034,200465,15143,12076,119,401,0,prometheus,normal baseline,benign,benign,benign
M001429,2026-01-20 13:45:00,W028,portal-web-01,17.2,55.79,78703,87800,10181,6016,104,368,0,nginx,normal baseline,benign,benign,benign
M001427,2026-01-20 13:45:00,W028,ws-dev-02,17.65,48.06,91047,113210,5279,3880,123,338,1,dev-shell,normal baseline,benign,benign,benign
M001426,2026-01-20 13:45:00,W028,ws-finance-01,17.25,45.17,97079,80870,5664,4328,111,300,1,office-apps,normal baseline,benign,benign,benign
M001433,2026-01-20 13:46:00,W028,file-srv-01,19.6,41.68,148463,110458,4166,9037,98,406,0,smbd,normal baseline,benign,benign,benign
M001435,2026-01-20 13:46:00,W028,mon-srv-01,22.74,59.49,123417,173451,10821,12096,112,422,0,prometheus,normal baseline,benign,benign,benign
M001434,2026-01-20 13:46:00,W028,portal-web-01,19.92,54.24,96504,117973,9894,10784,103,375,0,nginx,normal baseline,benign,benign,benign
M001432,2026-01-20 13:46:00,W028,ws-dev-02,21.59,50.08,133653,142799,2158,8407,125,350,1,dev-shell,normal baseline,benign,benign,benign
M001431,2026-01-20 13:46:00,W028,ws-finance-01,15.11,46.19,94244,96025,4487,1977,108,277,1,office-apps,normal baseline,benign,benign,benign
M001438,2026-01-20 13:47:00,W028,file-srv-01,13.29,42.06,158752,112748,4730,9063,89,393,0,smbd,normal baseline,benign,benign,benign
M001440,2026-01-20 13:47:00,W028,mon-srv-01,19.12,61.03,92891,197770,12269,9965,120,386,0,prometheus,normal baseline,benign,benign,benign
M001439,2026-01-20 13:47:00,W028,portal-web-01,16.36,54.58,64849,115565,9884,8766,103,363,0,nginx,normal baseline,benign,benign,benign
M001437,2026-01-20 13:47:00,W028,ws-dev-02,18.92,49.88,126249,106728,6436,3915,120,368,1,dev-shell,normal baseline,benign,benign,benign
M001436,2026-01-20 13:47:00,W028,ws-finance-01,13.0,44.77,54681,77311,2662,4661,114,308,1,office-apps,normal baseline,benign,benign,benign
M001443,2026-01-20 13:48:00,W028,file-srv-01,11.19,41.38,182465,87339,9407,15503,94,410,0,smbd,normal baseline,benign,benign,benign
M001445,2026-01-20 13:48:00,W028,mon-srv-01,21.76,61.65,156399,157558,20693,14385,117,367,0,prometheus,normal baseline,benign,benign,benign
M001444,2026-01-20 13:48:00,W028,portal-web-01,18.55,52.55,132133,123193,11810,11011,99,359,0,nginx,normal baseline,benign,benign,benign
M001442,2026-01-20 13:48:00,W028,ws-dev-02,22.32,49.61,130960,102106,7260,5420,124,353,1,dev-shell,normal baseline,benign,benign,benign
M001441,2026-01-20 13:48:00,W028,ws-finance-01,13.43,45.33,123323,86443,6350,4681,111,307,1,office-apps,normal baseline,benign,benign,benign
M001448,2026-01-20 13:49:00,W028,file-srv-01,11.47,39.98,202990,84310,9121,7612,96,418,0,smbd,normal baseline,benign,benign,benign
M001450,2026-01-20 13:49:00,W028,mon-srv-01,20.13,60.93,102339,161277,17804,10308,114,432,0,prometheus,normal baseline,benign,benign,benign
M001449,2026-01-20 13:49:00,W028,portal-web-01,15.32,55.38,93561,96371,9460,7114,104,378,0,nginx,normal baseline,benign,benign,benign
M001447,2026-01-20 13:49:00,W028,ws-dev-02,17.65,48.28,113137,105040,6200,5038,130,362,1,dev-shell,normal baseline,benign,benign,benign
M001446,2026-01-20 13:49:00,W028,ws-finance-01,11.49,44.35,72184,76603,4052,3126,113,313,1,office-apps,normal baseline,benign,benign,benign
M001453,2026-01-20 13:50:00,W029,file-srv-01,15.94,40.94,175994,83913,9527,15097,92,429,0,smbd,normal baseline,benign,benign,benign
M001455,2026-01-20 13:50:00,W029,mon-srv-01,22.75,58.81,136375,121155,19924,12980,109,448,0,prometheus,normal baseline,benign,benign,benign
M001454,2026-01-20 13:50:00,W029,portal-web-01,17.04,54.88,102967,119535,7033,8198,109,362,0,nginx,normal baseline,benign,benign,benign
M001452,2026-01-20 13:50:00,W029,ws-dev-02,23.48,50.76,99601,154209,7047,5320,128,395,1,dev-shell,normal baseline,benign,benign,benign
M001451,2026-01-20 13:50:00,W029,ws-finance-01,7.98,45.99,57941,108618,5047,4757,110,289,1,office-apps,normal baseline,benign,benign,benign
M001458,2026-01-20 13:51:00,W029,file-srv-01,14.9,41.96,177881,102055,9501,14496,94,425,0,smbd,normal baseline,benign,benign,benign
M001460,2026-01-20 13:51:00,W029,mon-srv-01,22.95,60.0,108524,199069,20873,13453,119,369,0,prometheus,normal baseline,benign,benign,benign
M001459,2026-01-20 13:51:00,W029,portal-web-01,22.14,52.13,95351,88335,8263,9004,102,366,0,nginx,normal baseline,benign,benign,benign
M001457,2026-01-20 13:51:00,W029,ws-dev-02,16.77,48.84,115236,66689,5072,5282,125,336,1,dev-shell,normal baseline,benign,benign,benign
M001456,2026-01-20 13:51:00,W029,ws-finance-01,13.48,43.44,92208,94285,6930,4256,112,316,1,office-apps,normal baseline,benign,benign,benign
M001463,2026-01-20 13:52:00,W029,file-srv-01,10.89,41.49,148126,83066,8693,13806,96,438,0,smbd,normal baseline,benign,benign,benign
M001465,2026-01-20 13:52:00,W029,mon-srv-01,19.25,61.43,88888,218122,15874,12528,119,419,0,prometheus,normal baseline,benign,benign,benign
M001464,2026-01-20 13:52:00,W029,portal-web-01,15.87,54.75,124082,94679,7621,3914,99,392,0,nginx,normal baseline,benign,benign,benign
M001462,2026-01-20 13:52:00,W029,ws-dev-02,17.52,48.52,151680,130670,5008,7189,123,379,1,dev-shell,normal baseline,benign,benign,benign
M001461,2026-01-20 13:52:00,W029,ws-finance-01,15.8,47.56,81348,109350,4126,4215,107,342,1,office-apps,normal baseline,benign,benign,benign
M001468,2026-01-20 13:53:00,W029,file-srv-01,14.97,40.89,132512,97500,10979,10811,98,402,0,smbd,normal baseline,benign,benign,benign
M001470,2026-01-20 13:53:00,W029,mon-srv-01,22.37,58.98,157150,237032,11573,6219,119,400,0,prometheus,normal baseline,benign,benign,benign
M001469,2026-01-20 13:53:00,W029,portal-web-01,22.39,54.23,122462,94383,11051,7350,97,365,0,nginx,normal baseline,benign,benign,benign
M001467,2026-01-20 13:53:00,W029,ws-dev-02,22.07,50.66,146422,114063,7878,4618,126,363,1,dev-shell,normal baseline,benign,benign,benign
M001466,2026-01-20 13:53:00,W029,ws-finance-01,13.56,46.06,72881,88535,4134,3708,107,323,1,office-apps,normal baseline,benign,benign,benign
M001473,2026-01-20 13:54:00,W029,file-srv-01,11.13,41.12,169470,93898,9736,10573,91,419,0,smbd,normal baseline,benign,benign,benign
M001475,2026-01-20 13:54:00,W029,mon-srv-01,25.93,61.42,189156,205802,10475,8986,116,452,0,prometheus,normal baseline,benign,benign,benign
M001474,2026-01-20 13:54:00,W029,portal-web-01,13.95,54.15,39680,107571,7747,5528,102,378,0,nginx,normal baseline,benign,benign,benign
M001472,2026-01-20 13:54:00,W029,ws-dev-02,22.6,50.26,77631,87402,5333,6455,124,333,1,dev-shell,normal baseline,benign,benign,benign
M001471,2026-01-20 13:54:00,W029,ws-finance-01,17.17,45.63,57798,104630,3161,4766,109,290,1,office-apps,normal baseline,benign,benign,benign
M001478,2026-01-20 13:55:00,W029,file-srv-01,15.27,42.79,187561,110566,8259,15425,94,447,0,smbd,normal baseline,benign,benign,benign
M001480,2026-01-20 13:55:00,W029,mon-srv-01,21.85,60.21,127907,235003,10886,8323,115,429,0,prometheus,normal baseline,benign,benign,benign
M001479,2026-01-20 13:55:00,W029,portal-web-01,18.97,54.8,105557,115380,9175,6953,105,355,0,nginx,normal baseline,benign,benign,benign
M001477,2026-01-20 13:55:00,W029,ws-dev-02,21.96,49.05,85295,98881,6332,6380,128,369,1,dev-shell,normal baseline,benign,benign,benign
M001476,2026-01-20 13:55:00,W029,ws-finance-01,11.68,45.3,62950,67843,3702,3759,109,302,1,office-apps,normal baseline,benign,benign,benign
M001483,2026-01-20 13:56:00,W029,file-srv-01,10.11,43.31,188973,78138,8801,7927,93,423,0,smbd,normal baseline,benign,benign,benign
M001485,2026-01-20 13:56:00,W029,mon-srv-01,23.22,60.44,131366,204651,19377,9786,116,423,0,prometheus,normal baseline,benign,benign,benign
M001484,2026-01-20 13:56:00,W029,portal-web-01,16.14,55.85,97287,99790,10726,10861,99,367,0,nginx,normal baseline,benign,benign,benign
M001482,2026-01-20 13:56:00,W029,ws-dev-02,22.39,49.74,152291,114508,4483,3648,123,366,1,dev-shell,normal baseline,benign,benign,benign
M001481,2026-01-20 13:56:00,W029,ws-finance-01,17.39,46.69,79301,77083,2148,4036,106,327,1,office-apps,normal baseline,benign,benign,benign
M001488,2026-01-20 13:57:00,W029,file-srv-01,14.31,44.44,117555,128025,6959,8713,96,446,0,smbd,normal baseline,benign,benign,benign
M001490,2026-01-20 13:57:00,W029,mon-srv-01,23.22,60.56,138680,202263,17996,12999,111,421,0,prometheus,normal baseline,benign,benign,benign
M001489,2026-01-20 13:57:00,W029,portal-web-01,20.77,56.28,78107,101997,7750,8991,98,343,0,nginx,normal baseline,benign,benign,benign
M001487,2026-01-20 13:57:00,W029,ws-dev-02,19.93,49.39,108203,136634,5785,4107,125,354,1,dev-shell,normal baseline,benign,benign,benign
M001486,2026-01-20 13:57:00,W029,ws-finance-01,10.22,45.31,75304,76923,4023,4909,115,351,1,office-apps,normal baseline,benign,benign,benign
M001493,2026-01-20 13:58:00,W029,file-srv-01,14.63,41.51,186508,77094,11641,18306,99,400,0,smbd,normal baseline,benign,benign,benign
M001495,2026-01-20 13:58:00,W029,mon-srv-01,19.55,61.77,120272,177887,16650,9199,115,371,0,prometheus,normal baseline,benign,benign,benign
M001494,2026-01-20 13:58:00,W029,portal-web-01,18.19,54.96,86395,109112,9100,9680,99,366,0,nginx,normal baseline,benign,benign,benign
M001492,2026-01-20 13:58:00,W029,ws-dev-02,18.96,48.56,122056,73511,6359,6563,126,398,1,dev-shell,normal baseline,benign,benign,benign
M001491,2026-01-20 13:58:00,W029,ws-finance-01,15.16,46.72,91336,109741,4506,2536,111,323,1,office-apps,normal baseline,benign,benign,benign
M001498,2026-01-20 13:59:00,W029,file-srv-01,16.04,40.38,170668,69768,9389,14495,92,439,0,smbd,normal baseline,benign,benign,benign
M001500,2026-01-20 13:59:00,W029,mon-srv-01,23.59,60.83,128923,247286,13876,6812,118,385,0,prometheus,normal baseline,benign,benign,benign
M001499,2026-01-20 13:59:00,W029,portal-web-01,17.68,53.53,69892,106841,11530,6716,103,405,0,nginx,normal baseline,benign,benign,benign
M001497,2026-01-20 13:59:00,W029,ws-dev-02,18.24,48.47,115832,140919,6325,6077,122,384,1,dev-shell,normal baseline,benign,benign,benign
M001496,2026-01-20 13:59:00,W029,ws-finance-01,15.63,43.59,99639,75862,4980,3930,116,323,1,office-apps,normal baseline,benign,benign,benign
M001503,2026-01-20 14:00:00,W030,file-srv-01,13.45,40.32,156080,109303,10640,10392,89,416,0,smbd,normal baseline,benign,benign,benign
M001505,2026-01-20 14:00:00,W030,mon-srv-01,19.67,59.98,132654,156440,10032,9553,119,397,0,prometheus,normal baseline,benign,benign,benign
M001504,2026-01-20 14:00:00,W030,portal-web-01,13.49,54.81,111227,102040,6997,9352,102,332,0,nginx,normal baseline,benign,benign,benign
M001502,2026-01-20 14:00:00,W030,ws-dev-02,18.15,49.09,102107,154471,8319,3906,130,370,1,dev-shell,normal baseline,benign,benign,benign
M001501,2026-01-20 14:00:00,W030,ws-finance-01,14.65,45.84,76916,102747,2137,3815,110,308,1,office-apps,normal baseline,benign,benign,benign
M001508,2026-01-20 14:01:00,W030,file-srv-01,15.0,42.95,220601,107964,8024,5743,94,428,0,smbd,normal baseline,benign,benign,benign
M001510,2026-01-20 14:01:00,W030,mon-srv-01,20.85,60.39,144381,232034,8511,13915,109,410,0,prometheus,normal baseline,benign,benign,benign
M001509,2026-01-20 14:01:00,W030,portal-web-01,17.34,55.35,106550,105156,11394,3309,102,389,0,nginx,normal baseline,benign,benign,benign
M001507,2026-01-20 14:01:00,W030,ws-dev-02,18.95,51.36,142775,102429,5474,5408,125,350,1,dev-shell,normal baseline,benign,benign,benign
M001506,2026-01-20 14:01:00,W030,ws-finance-01,14.43,44.95,83055,71084,2533,3232,108,300,1,office-apps,normal baseline,benign,benign,benign
M001513,2026-01-20 14:02:00,W030,file-srv-01,12.79,40.87,139546,83301,9008,10623,95,411,0,smbd,normal baseline,benign,benign,benign
M001515,2026-01-20 14:02:00,W030,mon-srv-01,23.28,58.34,100005,210691,21312,10297,116,444,0,prometheus,normal baseline,benign,benign,benign
M001514,2026-01-20 14:02:00,W030,portal-web-01,20.85,55.6,97272,70394,6149,9484,99,331,0,nginx,normal baseline,benign,benign,benign
M001512,2026-01-20 14:02:00,W030,ws-dev-02,20.31,50.74,108948,84665,4977,5864,122,375,1,dev-shell,normal baseline,benign,benign,benign
M001511,2026-01-20 14:02:00,W030,ws-finance-01,13.5,46.15,48252,113062,5715,2271,112,295,1,office-apps,normal baseline,benign,benign,benign
M001518,2026-01-20 14:03:00,W030,file-srv-01,12.81,41.73,203498,86896,4416,10873,95,435,0,smbd,normal baseline,benign,benign,benign
M001520,2026-01-20 14:03:00,W030,mon-srv-01,23.61,60.77,72425,179348,15193,11872,120,394,0,prometheus,normal baseline,benign,benign,benign
M001519,2026-01-20 14:03:00,W030,portal-web-01,16.42,56.35,75445,99687,5874,5199,104,339,0,nginx,normal baseline,benign,benign,benign
M001517,2026-01-20 14:03:00,W030,ws-dev-02,22.41,50.3,142775,136708,3242,5336,127,384,1,dev-shell,normal baseline,benign,benign,benign
M001516,2026-01-20 14:03:00,W030,ws-finance-01,17.36,45.17,87312,65087,2570,3160,109,305,1,office-apps,normal baseline,benign,benign,benign
M001523,2026-01-20 14:04:00,W030,file-srv-01,11.65,42.64,193494,77905,9503,8264,90,423,0,smbd,normal baseline,benign,benign,benign
M001525,2026-01-20 14:04:00,W030,mon-srv-01,21.83,59.89,141084,276265,15696,7043,121,438,0,prometheus,normal baseline,benign,benign,benign
M001524,2026-01-20 14:04:00,W030,portal-web-01,14.9,54.23,89928,149031,8400,10309,100,413,0,nginx,normal baseline,benign,benign,benign
M001522,2026-01-20 14:04:00,W030,ws-dev-02,17.23,49.01,127407,108602,6106,5688,122,350,1,dev-shell,normal baseline,benign,benign,benign
M001521,2026-01-20 14:04:00,W030,ws-finance-01,16.13,46.36,108747,87129,2106,4626,109,305,1,office-apps,normal baseline,benign,benign,benign
M001528,2026-01-20 14:05:00,W030,file-srv-01,14.15,40.98,165673,102709,5661,13574,96,429,0,smbd,normal baseline,benign,benign,benign
M001530,2026-01-20 14:05:00,W030,mon-srv-01,20.98,59.85,136122,104722,18139,10256,116,379,0,prometheus,normal baseline,benign,benign,benign
M001529,2026-01-20 14:05:00,W030,portal-web-01,16.28,53.38,42258,99719,11021,7366,104,376,0,nginx,normal baseline,benign,benign,benign
M001527,2026-01-20 14:05:00,W030,ws-dev-02,19.38,49.83,127756,130128,7901,5319,125,391,1,dev-shell,normal baseline,benign,benign,benign
M001526,2026-01-20 14:05:00,W030,ws-finance-01,40.27,46.41,312868,1025356,325561,14697,121,362,1,updatedb,normal software update cache refresh,benign,benign,benign
M001533,2026-01-20 14:06:00,W030,file-srv-01,12.65,40.95,223278,106763,8806,8382,93,418,0,smbd,normal baseline,benign,benign,benign
M001535,2026-01-20 14:06:00,W030,mon-srv-01,21.91,60.03,107540,234340,14036,8811,115,375,0,prometheus,normal baseline,benign,benign,benign
M001534,2026-01-20 14:06:00,W030,portal-web-01,14.55,54.86,93046,99162,9520,9419,106,341,0,nginx,normal baseline,benign,benign,benign
M001532,2026-01-20 14:06:00,W030,ws-dev-02,20.09,47.44,118885,86282,8615,6411,124,358,1,dev-shell,normal baseline,benign,benign,benign
M001531,2026-01-20 14:06:00,W030,ws-finance-01,43.21,45.2,369252,1007152,326516,17497,118,372,1,updatedb,normal software update cache refresh,benign,benign,benign
M001538,2026-01-20 14:07:00,W030,file-srv-01,14.68,41.19,223621,81528,7074,12901,90,429,0,smbd,normal baseline,benign,benign,benign
M001540,2026-01-20 14:07:00,W030,mon-srv-01,22.7,60.11,128332,170581,20336,4203,120,405,0,prometheus,normal baseline,benign,benign,benign
M001539,2026-01-20 14:07:00,W030,portal-web-01,18.09,56.58,80865,119060,10191,10368,103,353,0,nginx,normal baseline,benign,benign,benign
M001537,2026-01-20 14:07:00,W030,ws-dev-02,17.16,49.06,141786,150680,7709,6147,132,342,1,dev-shell,normal baseline,benign,benign,benign
M001536,2026-01-20 14:07:00,W030,ws-finance-01,39.72,46.33,348863,1014727,324967,16928,120,399,1,updatedb,normal software update cache refresh,benign,benign,benign
M001543,2026-01-20 14:08:00,W030,file-srv-01,10.86,41.62,220093,119301,6815,11556,96,409,0,smbd,normal baseline,benign,benign,benign
M001545,2026-01-20 14:08:00,W030,mon-srv-01,17.65,60.22,120661,165282,12316,6252,120,406,0,prometheus,normal baseline,benign,benign,benign
M001544,2026-01-20 14:08:00,W030,portal-web-01,19.8,55.21,124973,64770,8049,9286,104,349,0,nginx,normal baseline,benign,benign,benign
M001542,2026-01-20 14:08:00,W030,ws-dev-02,20.85,48.57,172707,127684,4932,5264,120,387,1,dev-shell,normal baseline,benign,benign,benign
M001541,2026-01-20 14:08:00,W030,ws-finance-01,40.54,45.68,336578,1060567,327069,14914,118,335,1,updatedb,normal software update cache refresh,benign,benign,benign
M001548,2026-01-20 14:09:00,W030,file-srv-01,14.75,41.68,178539,90989,4879,9387,93,405,0,smbd,normal baseline,benign,benign,benign
M001550,2026-01-20 14:09:00,W030,mon-srv-01,20.62,61.85,99998,117865,13220,7926,118,422,0,prometheus,normal baseline,benign,benign,benign
M001549,2026-01-20 14:09:00,W030,portal-web-01,18.8,54.45,100637,85994,9839,8053,103,355,0,nginx,normal baseline,benign,benign,benign
M001547,2026-01-20 14:09:00,W030,ws-dev-02,19.49,49.09,94890,143219,7030,6007,125,368,1,dev-shell,normal baseline,benign,benign,benign
M001546,2026-01-20 14:09:00,W030,ws-finance-01,39.94,47.27,326177,1053646,326310,15630,119,392,1,updatedb,normal software update cache refresh,benign,benign,benign
M001553,2026-01-20 14:10:00,W031,file-srv-01,13.71,42.23,168394,93707,7726,12494,94,450,0,smbd,normal baseline,benign,benign,benign
M001555,2026-01-20 14:10:00,W031,mon-srv-01,21.77,61.68,120833,231211,14815,10850,120,430,0,prometheus,normal baseline,benign,benign,benign
M001554,2026-01-20 14:10:00,W031,portal-web-01,12.96,54.71,101778,101832,7958,6913,102,357,0,nginx,normal baseline,benign,benign,benign
M001552,2026-01-20 14:10:00,W031,ws-dev-02,23.01,51.01,109495,94095,6636,6364,125,371,1,dev-shell,normal baseline,benign,benign,benign
M001551,2026-01-20 14:10:00,W031,ws-finance-01,45.11,51.1,326446,1006644,324491,16234,119,367,1,syswatch,late weak beacon-like activity,suspicious,C2,A20
M001558,2026-01-20 14:11:00,W031,file-srv-01,15.0,41.92,195033,70070,4977,9170,93,426,0,smbd,normal baseline,benign,benign,benign
M001560,2026-01-20 14:11:00,W031,mon-srv-01,20.67,61.48,129743,127454,9220,15331,119,401,0,prometheus,normal baseline,benign,benign,benign
M001559,2026-01-20 14:11:00,W031,portal-web-01,17.81,55.4,107191,85573,12017,10850,104,367,0,nginx,normal baseline,benign,benign,benign
M001557,2026-01-20 14:11:00,W031,ws-dev-02,18.29,48.65,135488,122473,7399,5305,124,358,1,dev-shell,normal baseline,benign,benign,benign
M001556,2026-01-20 14:11:00,W031,ws-finance-01,17.69,44.58,69686,101575,3045,3002,108,323,1,office-apps,normal baseline,benign,benign,benign
M001563,2026-01-20 14:12:00,W031,file-srv-01,14.75,41.73,204815,97553,9898,11083,92,455,0,smbd,normal baseline,benign,benign,benign
M001565,2026-01-20 14:12:00,W031,mon-srv-01,21.18,59.8,115779,229682,14320,13785,123,419,0,prometheus,normal baseline,benign,benign,benign
M001564,2026-01-20 14:12:00,W031,portal-web-01,20.91,56.31,112073,101663,2084,6331,106,372,0,nginx,normal baseline,benign,benign,benign
M001562,2026-01-20 14:12:00,W031,ws-dev-02,17.62,50.53,105942,101632,6594,5869,127,302,1,dev-shell,normal baseline,benign,benign,benign
M001561,2026-01-20 14:12:00,W031,ws-finance-01,13.63,45.32,87743,110410,4484,1752,115,265,1,office-apps,normal baseline,benign,benign,benign
M001568,2026-01-20 14:13:00,W031,file-srv-01,12.01,40.51,210979,71983,6099,7060,94,386,0,smbd,normal baseline,benign,benign,benign
M001570,2026-01-20 14:13:00,W031,mon-srv-01,22.15,60.59,143432,151796,16977,11411,119,425,0,prometheus,normal baseline,benign,benign,benign
M001569,2026-01-20 14:13:00,W031,portal-web-01,16.85,54.7,117244,137371,14005,8805,108,368,0,nginx,normal baseline,benign,benign,benign
M001567,2026-01-20 14:13:00,W031,ws-dev-02,17.8,48.94,107922,126707,4056,3182,127,331,1,dev-shell,normal baseline,benign,benign,benign
M001566,2026-01-20 14:13:00,W031,ws-finance-01,15.13,44.52,76891,96969,4843,3407,112,314,1,office-apps,normal baseline,benign,benign,benign
M001573,2026-01-20 14:14:00,W031,file-srv-01,11.22,42.98,146375,100458,10071,11778,96,444,0,smbd,normal baseline,benign,benign,benign
M001575,2026-01-20 14:14:00,W031,mon-srv-01,22.02,61.4,139163,193729,14610,10011,119,412,0,prometheus,normal baseline,benign,benign,benign
M001574,2026-01-20 14:14:00,W031,portal-web-01,18.34,55.57,124451,93327,6545,5521,101,407,0,nginx,normal baseline,benign,benign,benign
M001572,2026-01-20 14:14:00,W031,ws-dev-02,16.14,48.78,92239,103542,6486,5516,124,369,1,dev-shell,normal baseline,benign,benign,benign
M001571,2026-01-20 14:14:00,W031,ws-finance-01,14.34,46.69,90901,82377,6042,1924,111,305,1,office-apps,normal baseline,benign,benign,benign
M001578,2026-01-20 14:15:00,W031,file-srv-01,13.81,41.09,241854,114815,9281,10036,98,416,0,smbd,normal baseline,benign,benign,benign
M001580,2026-01-20 14:15:00,W031,mon-srv-01,19.45,60.8,112244,133688,11291,9423,118,393,0,prometheus,normal baseline,benign,benign,benign
M001579,2026-01-20 14:15:00,W031,portal-web-01,19.41,54.2,97965,122426,11281,9206,101,385,0,nginx,normal baseline,benign,benign,benign
M001577,2026-01-20 14:15:00,W031,ws-dev-02,19.78,49.56,112986,123680,7355,5251,129,375,1,dev-shell,normal baseline,benign,benign,benign
M001576,2026-01-20 14:15:00,W031,ws-finance-01,15.24,45.83,90439,87530,3330,4604,115,310,1,office-apps,normal baseline,benign,benign,benign
M001583,2026-01-20 14:16:00,W031,file-srv-01,12.97,41.29,195702,105572,6792,13185,88,411,0,smbd,normal baseline,benign,benign,benign
M001585,2026-01-20 14:16:00,W031,mon-srv-01,24.14,61.46,101704,139666,23041,5854,111,420,0,prometheus,normal baseline,benign,benign,benign
M001584,2026-01-20 14:16:00,W031,portal-web-01,16.31,56.13,109772,106903,7594,6022,104,398,0,nginx,normal baseline,benign,benign,benign
M001582,2026-01-20 14:16:00,W031,ws-dev-02,24.96,51.61,98150,153870,6466,5508,125,403,1,dev-shell,normal baseline,benign,benign,benign
M001581,2026-01-20 14:16:00,W031,ws-finance-01,17.6,46.13,71204,94510,7330,3693,112,282,1,office-apps,normal baseline,benign,benign,benign
M001588,2026-01-20 14:17:00,W031,file-srv-01,10.01,42.8,206635,107049,7632,8083,95,428,0,smbd,normal baseline,benign,benign,benign
M001590,2026-01-20 14:17:00,W031,mon-srv-01,18.86,59.89,131511,169839,17940,14452,112,388,0,prometheus,normal baseline,benign,benign,benign
M001589,2026-01-20 14:17:00,W031,portal-web-01,12.88,53.53,104267,121689,11834,9804,101,393,0,nginx,normal baseline,benign,benign,benign
M001587,2026-01-20 14:17:00,W031,ws-dev-02,22.55,47.22,107520,74333,3417,6317,123,342,1,dev-shell,normal baseline,benign,benign,benign
M001586,2026-01-20 14:17:00,W031,ws-finance-01,14.92,47.42,93347,30993,4690,2311,111,307,1,office-apps,normal baseline,benign,benign,benign
M001593,2026-01-20 14:18:00,W031,file-srv-01,13.43,40.51,221014,109998,6385,5084,98,454,0,smbd,normal baseline,benign,benign,benign
M001595,2026-01-20 14:18:00,W031,mon-srv-01,23.5,60.44,126747,205111,17461,11756,120,444,0,prometheus,normal baseline,benign,benign,benign
M001594,2026-01-20 14:18:00,W031,portal-web-01,17.26,55.6,84558,90338,11621,7202,101,366,0,nginx,normal baseline,benign,benign,benign
M001592,2026-01-20 14:18:00,W031,ws-dev-02,25.17,48.13,156332,123010,9069,5407,126,371,1,dev-shell,normal baseline,benign,benign,benign
M001591,2026-01-20 14:18:00,W031,ws-finance-01,15.91,44.96,96690,99029,5484,2273,107,341,1,office-apps,normal baseline,benign,benign,benign
M001598,2026-01-20 14:19:00,W031,file-srv-01,12.12,41.74,172709,76972,4388,9353,100,438,0,smbd,normal baseline,benign,benign,benign
M001600,2026-01-20 14:19:00,W031,mon-srv-01,22.26,62.06,127351,116598,10790,13501,115,404,0,prometheus,normal baseline,benign,benign,benign
M001599,2026-01-20 14:19:00,W031,portal-web-01,17.64,55.06,73433,120069,9577,7839,104,360,0,nginx,normal baseline,benign,benign,benign
M001597,2026-01-20 14:19:00,W031,ws-dev-02,22.0,50.98,111948,88020,5546,6034,125,382,1,dev-shell,normal baseline,benign,benign,benign
M001596,2026-01-20 14:19:00,W031,ws-finance-01,15.5,43.14,86591,106041,5321,3886,115,288,1,office-apps,normal baseline,benign,benign,benign
M001603,2026-01-20 14:20:00,W032,file-srv-01,14.52,42.05,190698,88403,7134,10191,96,442,0,smbd,normal baseline,benign,benign,benign
M001605,2026-01-20 14:20:00,W032,mon-srv-01,18.59,60.77,107028,266241,11207,14187,127,395,0,prometheus,normal baseline,benign,benign,benign
M001604,2026-01-20 14:20:00,W032,portal-web-01,16.46,55.0,125162,99405,7858,8553,104,381,0,nginx,normal baseline,benign,benign,benign
M001602,2026-01-20 14:20:00,W032,ws-dev-02,19.55,48.82,90246,103525,6007,5612,130,386,1,dev-shell,normal baseline,benign,benign,benign
M001601,2026-01-20 14:20:00,W032,ws-finance-01,15.1,46.83,112232,86909,1981,4682,110,287,1,office-apps,normal baseline,benign,benign,benign
M001608,2026-01-20 14:21:00,W032,file-srv-01,15.71,41.99,202975,114029,10317,14739,93,404,0,smbd,normal baseline,benign,benign,benign
M001610,2026-01-20 14:21:00,W032,mon-srv-01,21.25,60.85,124421,219168,14003,9303,119,422,0,prometheus,normal baseline,benign,benign,benign
M001609,2026-01-20 14:21:00,W032,portal-web-01,16.01,53.76,103658,111674,11883,7460,102,358,0,nginx,normal baseline,benign,benign,benign
