event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B002542,0,benign,0,benign,normal package/source repository access
B004386,0,benign,0,benign,normal metric wal write
B004005,0,benign,0,benign,normal metric wal write
B002543,0,benign,0,benign,normal development file/cache update
B003692,0,benign,0,benign,normal network sensor write
B004481,0,benign,0,benign,normal portal config read
B002539,0,benign,0,benign,append log ingestion summary
B004770,0,benign,0,benign,normal shared file read
B002540,0,benign,0,benign,normal document access
B002541,0,benign,0,benign,autosave office document
B004815,0,benign,0,benign,browser cache read
B003927,0,benign,0,benign,normal shared file read
B002548,0,benign,0,benign,normal internal https request
B002549,0,benign,0,benign,append benign portal access log
B002547,0,benign,0,benign,append log ingestion summary
B004725,0,benign,0,benign,normal docker metadata read
B004803,0,benign,0,benign,browser cache read
B002552,0,benign,0,benign,scrape node_exporter on file-srv-01
B002563,0,benign,0,benign,normal smb/nfs shared file access
B002550,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004521,0,benign,0,benign,normal rsync log append
B002553,0,benign,0,benign,scrape node_exporter on portal-web-01
B005564,0,benign,0,benign,normal shared file read
B002551,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002556,0,benign,0,benign,collect syslog stream from ws-dev-02
B002560,0,benign,0,benign,imap mail synchronization
B004886,0,benign,0,benign,normal build command
B002561,0,benign,0,benign,update mail cache
B002558,0,benign,0,benign,open internal portal page
B004622,0,benign,0,benign,normal web access log append
B002559,0,benign,0,benign,update browser portal cache
B003971,0,benign,0,benign,desktop metadata update
B002564,0,benign,0,benign,normal internal https request
B002565,0,benign,0,benign,append benign portal access log
B002566,0,benign,0,benign,serve internal portal request
B005453,0,benign,0,benign,normal build command
B002562,0,benign,0,benign,normal local development/test activity
B005300,0,benign,0,benign,normal docker metadata read
B004681,0,benign,0,benign,normal spreadsheet read
B005133,0,benign,0,benign,browser cache read
B002554,0,benign,0,benign,append log ingestion summary
B002555,0,benign,0,benign,collect syslog stream from ws-finance-01
B002557,0,benign,0,benign,collect syslog stream from portal-web-01
B003850,0,benign,0,benign,normal build command
B005304,0,benign,0,benign,desktop metadata update
B002568,0,benign,0,benign,normal developer ssh to portal
B002569,0,benign,0,benign,normal developer ssh accepted
B003733,0,benign,0,benign,normal web access log append
B002567,0,benign,0,benign,append log ingestion summary
B002570,0,benign,0,benign,normal internal https request
B002571,0,benign,0,benign,append benign portal access log
B004795,0,benign,0,benign,normal portal config read
B003854,0,benign,0,benign,normal network sensor write
B002573,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002575,0,benign,0,benign,scrape node_exporter on portal-web-01
B002572,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002574,0,benign,0,benign,scrape node_exporter on file-srv-01
B002580,0,benign,0,benign,normal smb/nfs shared file access
B002579,0,benign,0,benign,normal local development/test activity
B002581,0,benign,0,benign,benign lock/update file created by share service
B002576,0,benign,0,benign,append log ingestion summary
B002577,0,benign,0,benign,normal document access
B002582,0,benign,0,benign,normal internal https request
B002583,0,benign,0,benign,append benign portal access log
B002578,0,benign,0,benign,autosave office document
B004825,0,benign,0,benign,normal build command
B003777,0,benign,0,benign,normal portal config read
B005394,0,benign,0,benign,normal network sensor write
B002588,0,benign,0,benign,backup metadata sync to monitoring server
B004355,0,benign,0,benign,normal rsync log append
B002589,0,benign,0,benign,normal backup manifest read
B005039,0,benign,0,benign,normal rsync log append
B003800,0,benign,0,benign,normal shared file read
B003722,0,benign,0,benign,normal shared file read
B005365,0,benign,0,benign,normal shared file read
B002590,0,benign,0,benign,normal internal https request
B002591,0,benign,0,benign,append benign portal access log
B002585,0,benign,0,benign,open internal portal page
B002587,0,benign,0,benign,normal local development/test activity
B002592,0,benign,0,benign,serve internal portal request
B002586,0,benign,0,benign,update browser portal cache
B002584,0,benign,0,benign,append log ingestion summary
B004147,0,benign,0,benign,normal metric wal write
B004051,0,benign,0,benign,normal web access log append
B004348,0,benign,0,benign,browser cache read
B002593,0,benign,0,benign,scrape node_exporter on ws-finance-01
B005435,0,benign,0,benign,normal web access log append
B002594,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004582,0,benign,0,benign,normal shared file read
B002595,0,benign,0,benign,scrape node_exporter on file-srv-01
B002596,0,benign,0,benign,scrape node_exporter on portal-web-01
B002600,0,benign,0,benign,normal internal https request
B002601,0,benign,0,benign,append benign portal access log
B002597,0,benign,0,benign,append log ingestion summary
B004719,0,benign,0,benign,normal docker metadata read
B005232,0,benign,0,benign,browser cache read
B002598,0,benign,0,benign,normal smb/nfs shared file access
B002599,0,benign,0,benign,benign lock/update file created by share service
B002606,0,benign,0,benign,imap mail synchronization
B002604,0,benign,0,benign,collect syslog stream from ws-dev-02
B002607,0,benign,0,benign,update mail cache
B005578,0,benign,0,benign,normal metric wal write
B005030,0,benign,0,benign,normal spreadsheet read
B002602,0,benign,0,benign,append log ingestion summary
B002608,0,benign,0,benign,normal package/source repository access
B002609,0,benign,0,benign,normal development file/cache update
B002605,0,benign,0,benign,collect syslog stream from portal-web-01
B002603,0,benign,0,benign,collect syslog stream from ws-finance-01
B002610,0,benign,0,benign,normal internal https request
B002611,0,benign,0,benign,append benign portal access log
B004756,0,benign,0,benign,normal test file read
B004596,0,benign,0,benign,normal build command
B002623,0,benign,0,benign,normal internal https request
B002624,0,benign,0,benign,append benign portal access log
B002625,0,benign,0,benign,serve internal portal request
B002615,0,benign,0,benign,scrape node_exporter on portal-web-01
B002614,0,benign,0,benign,scrape node_exporter on file-srv-01
B002620,0,benign,0,benign,normal developer ssh to portal
B004210,0,benign,0,benign,normal network sensor write
B002621,0,benign,0,benign,normal developer ssh accepted
B002612,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002613,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004577,0,benign,0,benign,browser cache read
B004656,0,benign,0,benign,normal spreadsheet read
E0051,1,Exfiltration,0,A19,prepare staged archive for upload
B005386,0,benign,0,benign,normal rsync log append
B002616,0,benign,0,benign,append log ingestion summary
B002622,0,benign,0,benign,normal smb/nfs shared file access
B005526,0,benign,0,benign,normal web access log append
E0052,1,Exfiltration,0,A19,upload staged finance archive
B002617,0,benign,0,benign,open internal portal page
B002618,0,benign,0,benign,update browser portal cache
B002619,0,benign,0,benign,normal document access
B005259,0,benign,0,benign,normal spreadsheet read
B003711,0,benign,0,benign,normal metric wal write
B002627,0,benign,0,benign,normal local development/test activity
B003995,0,benign,0,benign,normal shared file read
B004197,0,benign,0,benign,normal rsync log append
B004055,0,benign,0,benign,normal web access log append
B002628,0,benign,0,benign,normal internal https request
B002629,0,benign,0,benign,append benign portal access log
B002626,0,benign,0,benign,append log ingestion summary
B005244,0,benign,0,benign,normal docker metadata read
B004695,0,benign,0,benign,normal shared file read
B002633,0,benign,0,benign,scrape node_exporter on portal-web-01
B002634,0,benign,0,benign,append log ingestion summary
B004592,0,benign,0,benign,normal portal config read
B005220,0,benign,0,benign,normal docker metadata read
B002632,0,benign,0,benign,scrape node_exporter on file-srv-01
B002631,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004895,0,benign,0,benign,desktop metadata update
B002630,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004866,0,benign,0,benign,normal test file read
B002636,0,benign,0,benign,normal internal https request
B002635,0,benign,0,benign,normal smb/nfs shared file access
B002637,0,benign,0,benign,append benign portal access log
B004857,0,benign,0,benign,normal docker metadata read
B005241,0,benign,0,benign,normal shared file read
B004555,0,benign,0,benign,normal spreadsheet read
B004161,0,benign,0,benign,browser cache read
B003780,0,benign,0,benign,normal rsync log append
B005551,0,benign,0,benign,desktop metadata update
B005160,0,benign,0,benign,normal portal config read
B004579,0,benign,0,benign,normal spreadsheet read
B005196,0,benign,0,benign,normal test file read
B002638,0,benign,0,benign,append log ingestion summary
B005400,0,benign,0,benign,normal spreadsheet read
B005470,0,benign,0,benign,desktop metadata update
B002641,0,benign,0,benign,normal internal https request
B002642,0,benign,0,benign,append benign portal access log
B002643,0,benign,0,benign,serve internal portal request
B002639,0,benign,0,benign,open internal portal page
B002640,0,benign,0,benign,update browser portal cache
B004814,0,benign,0,benign,normal network sensor write
B005205,0,benign,0,benign,normal rsync log append
B004337,0,benign,0,benign,normal test file read
B002645,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002657,0,benign,0,benign,normal local development/test activity
B005231,0,benign,0,benign,normal shared file read
B002644,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004235,0,benign,0,benign,normal portal config read
B002646,0,benign,0,benign,scrape node_exporter on file-srv-01
B002659,0,benign,0,benign,normal internal https request
B002660,0,benign,0,benign,append benign portal access log
B002658,0,benign,0,benign,normal smb/nfs shared file access
B004817,0,benign,0,benign,browser cache read
B002647,0,benign,0,benign,scrape node_exporter on portal-web-01
B002650,0,benign,0,benign,collect syslog stream from ws-dev-02
B002653,0,benign,0,benign,imap mail synchronization
B002648,0,benign,0,benign,append log ingestion summary
B002654,0,benign,0,benign,update mail cache
B002655,0,benign,0,benign,benign package metadata check
B002656,0,benign,0,benign,benign package cache update
B005406,0,benign,0,benign,browser cache read
B002652,0,benign,0,benign,normal document access
B004352,0,benign,0,benign,browser cache read
B002649,0,benign,0,benign,collect syslog stream from ws-finance-01
B002651,0,benign,0,benign,collect syslog stream from portal-web-01
B004222,0,benign,0,benign,normal network sensor write
B004869,0,benign,0,benign,normal shared file read
B005182,0,benign,0,benign,normal build command
B004459,0,benign,0,benign,browser cache read
B002662,0,benign,0,benign,normal developer ssh to portal
B002663,0,benign,0,benign,normal developer ssh accepted
B002664,0,benign,0,benign,normal local development/test activity
B002665,0,benign,0,benign,normal internal https request
B004537,0,benign,0,benign,normal test file read
B002666,0,benign,0,benign,append benign portal access log
B004445,0,benign,0,benign,normal network sensor write
B002661,0,benign,0,benign,append log ingestion summary
E0053,1,Exfiltration,0,A19,update session marker after upload
B004761,0,benign,0,benign,normal test file read
B002678,0,benign,0,benign,normal internal https request
B002679,0,benign,0,benign,append benign portal access log
B002680,0,benign,0,benign,serve internal portal request
B002667,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002669,0,benign,0,benign,scrape node_exporter on file-srv-01
B002674,0,benign,0,benign,normal package/source repository access
B002668,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002675,0,benign,0,benign,normal development file/cache update
B002670,0,benign,0,benign,scrape node_exporter on portal-web-01
B003761,0,benign,0,benign,desktop metadata update
B002671,0,benign,0,benign,append log ingestion summary
B002672,0,benign,0,benign,open internal portal page
B002673,0,benign,0,benign,update browser portal cache
B002676,0,benign,0,benign,normal smb/nfs shared file access
B002677,0,benign,0,benign,benign lock/update file created by share service
B004511,0,benign,0,benign,normal portal config read
B004561,0,benign,0,benign,normal metric wal write
B004706,0,benign,0,benign,desktop metadata update
B004370,0,benign,0,benign,normal metric wal write
B004890,0,benign,0,benign,normal build command
B002681,0,benign,0,benign,append log ingestion summary
B002682,0,benign,0,benign,normal local development/test activity
B004296,0,benign,0,benign,normal build command
B004324,0,benign,0,benign,normal web access log append
B002683,0,benign,0,benign,normal internal https request
B002684,0,benign,0,benign,append benign portal access log
B005428,0,benign,0,benign,normal portal config read
B004716,0,benign,0,benign,browser cache read
B002688,0,benign,0,benign,scrape node_exporter on portal-web-01
B002692,0,benign,0,benign,normal smb/nfs shared file access
B002695,0,benign,0,benign,benign log rotation
B004765,0,benign,0,benign,normal shared file read
B002696,0,benign,0,benign,create new access log
B002685,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002686,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004490,0,benign,0,benign,normal metric wal write
B002690,0,benign,0,benign,normal document access
B002687,0,benign,0,benign,scrape node_exporter on file-srv-01
B002691,0,benign,0,benign,autosave office document
B004562,0,benign,0,benign,normal metric wal write
B002693,0,benign,0,benign,normal internal https request
B002694,0,benign,0,benign,append benign portal access log
B002689,0,benign,0,benign,append log ingestion summary
B003681,0,benign,0,benign,browser cache read
B002701,0,benign,0,benign,open internal portal page
B002702,0,benign,0,benign,update browser portal cache
B002698,0,benign,0,benign,collect syslog stream from ws-finance-01
B004570,0,benign,0,benign,browser cache read
B004818,0,benign,0,benign,normal test file read
B002703,0,benign,0,benign,imap mail synchronization
B002704,0,benign,0,benign,update mail cache
B002697,0,benign,0,benign,append log ingestion summary
B002706,0,benign,0,benign,normal internal https request
B002707,0,benign,0,benign,append benign portal access log
B002708,0,benign,0,benign,serve internal portal request
B002699,0,benign,0,benign,collect syslog stream from ws-dev-02
B002700,0,benign,0,benign,collect syslog stream from portal-web-01
B002705,0,benign,0,benign,normal local development/test activity
B003591,0,benign,0,benign,normal spreadsheet read
B005238,0,benign,0,benign,normal test file read
B002712,0,benign,0,benign,scrape node_exporter on portal-web-01
B002710,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002709,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003724,0,benign,0,benign,browser cache read
B002713,0,benign,0,benign,append log ingestion summary
B002711,0,benign,0,benign,scrape node_exporter on file-srv-01
B002714,0,benign,0,benign,normal developer ssh to portal
B002715,0,benign,0,benign,normal developer ssh accepted
B004274,0,benign,0,benign,normal web access log append
B002716,0,benign,0,benign,normal smb/nfs shared file access
B005309,0,benign,0,benign,normal metric wal write
B002717,0,benign,0,benign,normal internal https request
B002718,0,benign,0,benign,append benign portal access log
B004405,0,benign,0,benign,normal portal config read
B002719,0,benign,0,benign,append log ingestion summary
B005158,0,benign,0,benign,desktop metadata update
B003997,0,benign,0,benign,normal docker metadata read
B002720,0,benign,0,benign,normal internal https request
B002721,0,benign,0,benign,append benign portal access log
B003694,0,benign,0,benign,normal build command
B005252,0,benign,0,benign,normal web access log append
B005165,0,benign,0,benign,normal spreadsheet read
B004398,0,benign,0,benign,normal web access log append
B002726,0,benign,0,benign,append log ingestion summary
B002723,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002725,0,benign,0,benign,scrape node_exporter on portal-web-01
B002730,0,benign,0,benign,normal smb/nfs shared file access
B003716,0,benign,0,benign,normal rsync log append
B002722,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002731,0,benign,0,benign,backup metadata sync to monitoring server
B002732,0,benign,0,benign,normal backup manifest read
B005466,0,benign,0,benign,normal build command
B002724,0,benign,0,benign,scrape node_exporter on file-srv-01
B003788,0,benign,0,benign,browser cache read
B005456,0,benign,0,benign,normal web access log append
B002727,0,benign,0,benign,open internal portal page
B002729,0,benign,0,benign,normal document access
B002728,0,benign,0,benign,update browser portal cache
B004100,0,benign,0,benign,browser cache read
B002733,0,benign,0,benign,normal internal https request
B002734,0,benign,0,benign,append benign portal access log
B002735,0,benign,0,benign,serve internal portal request
B004600,0,benign,0,benign,desktop metadata update
B005025,0,benign,0,benign,normal metric wal write
B002740,0,benign,0,benign,normal internal https request
B002741,0,benign,0,benign,append benign portal access log
B003861,0,benign,0,benign,browser cache read
B003815,0,benign,0,benign,normal metric wal write
B003608,0,benign,0,benign,normal rsync log append
B004667,0,benign,0,benign,normal network sensor write
B005240,0,benign,0,benign,normal rsync log append
B002737,0,benign,0,benign,normal package/source repository access
B002738,0,benign,0,benign,normal development file/cache update
B002736,0,benign,0,benign,append log ingestion summary
B003885,0,benign,0,benign,normal spreadsheet read
B003830,0,benign,0,benign,normal test file read
B003582,0,benign,0,benign,normal docker metadata read
B002739,0,benign,0,benign,normal local development/test activity
B002742,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002743,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004957,0,benign,0,benign,normal web access log append
B002745,0,benign,0,benign,scrape node_exporter on portal-web-01
B002750,0,benign,0,benign,imap mail synchronization
B002744,0,benign,0,benign,scrape node_exporter on file-srv-01
B002751,0,benign,0,benign,update mail cache
B002753,0,benign,0,benign,normal internal https request
B002754,0,benign,0,benign,append benign portal access log
B002749,0,benign,0,benign,collect syslog stream from portal-web-01
B002752,0,benign,0,benign,normal smb/nfs shared file access
B004669,0,benign,0,benign,normal web access log append
B004713,0,benign,0,benign,normal web access log append
B002746,0,benign,0,benign,append log ingestion summary
B004848,0,benign,0,benign,browser cache read
B002748,0,benign,0,benign,collect syslog stream from ws-dev-02
B005533,0,benign,0,benign,desktop metadata update
B002747,0,benign,0,benign,collect syslog stream from ws-finance-01
B004318,0,benign,0,benign,normal web access log append
B004893,0,benign,0,benign,normal metric wal write
B003757,0,benign,0,benign,normal spreadsheet read
B002756,0,benign,0,benign,open internal portal page
B002757,0,benign,0,benign,update browser portal cache
B004587,0,benign,0,benign,desktop metadata update
B004271,0,benign,0,benign,normal shared file read
B003679,0,benign,0,benign,desktop metadata update
B004366,0,benign,0,benign,browser cache read
B002758,0,benign,0,benign,normal developer ssh to portal
B002759,0,benign,0,benign,normal developer ssh accepted
B002760,0,benign,0,benign,normal internal https request
B005407,0,benign,0,benign,normal network sensor write
B002761,0,benign,0,benign,append benign portal access log
B002762,0,benign,0,benign,serve internal portal request
B002755,0,benign,0,benign,append log ingestion summary
B005034,0,benign,0,benign,normal rsync log append
B005127,0,benign,0,benign,desktop metadata update
B002765,0,benign,0,benign,scrape node_exporter on file-srv-01
B002766,0,benign,0,benign,scrape node_exporter on portal-web-01
B002767,0,benign,0,benign,append log ingestion summary
B002764,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002763,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003771,0,benign,0,benign,normal web access log append
B002768,0,benign,0,benign,normal document access
B002770,0,benign,0,benign,normal smb/nfs shared file access
B002769,0,benign,0,benign,normal local development/test activity
B005296,0,benign,0,benign,normal network sensor write
B002771,0,benign,0,benign,normal internal https request
B002772,0,benign,0,benign,append benign portal access log
B004910,0,benign,0,benign,browser cache read
B002773,0,benign,0,benign,append log ingestion summary
B003728,0,benign,0,benign,normal shared file read
B005322,0,benign,0,benign,normal build command
B004802,0,benign,0,benign,normal metric wal write
B005504,0,benign,0,benign,normal build command
B004540,0,benign,0,benign,normal rsync log append
B002774,0,benign,0,benign,normal internal https request
B002775,0,benign,0,benign,append benign portal access log
B004620,0,benign,0,benign,normal web access log append
B004989,0,benign,0,benign,normal shared file read
B002784,0,benign,0,benign,normal internal https request
B002781,0,benign,0,benign,open internal portal page
B002785,0,benign,0,benign,append benign portal access log
B002779,0,benign,0,benign,scrape node_exporter on portal-web-01
B002782,0,benign,0,benign,update browser portal cache
B002786,0,benign,0,benign,serve internal portal request
B002780,0,benign,0,benign,append log ingestion summary
B002783,0,benign,0,benign,normal smb/nfs shared file access
B002776,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002777,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002778,0,benign,0,benign,scrape node_exporter on file-srv-01
B003755,0,benign,0,benign,normal network sensor write
B004141,0,benign,0,benign,normal shared file read
B004612,0,benign,0,benign,normal portal config read
B004841,0,benign,0,benign,normal build command
B004007,0,benign,0,benign,normal metric wal write
B005323,0,benign,0,benign,normal build command
B002793,0,benign,0,benign,normal internal https request
B002794,0,benign,0,benign,append benign portal access log
B005452,0,benign,0,benign,normal metric wal write
B002789,0,benign,0,benign,collect syslog stream from ws-dev-02
B005149,0,benign,0,benign,normal metric wal write
B004400,0,benign,0,benign,normal test file read
B005226,0,benign,0,benign,desktop metadata update
B005115,0,benign,0,benign,normal metric wal write
B002788,0,benign,0,benign,collect syslog stream from ws-finance-01
B002791,0,benign,0,benign,imap mail synchronization
B002792,0,benign,0,benign,update mail cache
B004589,0,benign,0,benign,normal spreadsheet read
B005083,0,benign,0,benign,normal docker metadata read
B002787,0,benign,0,benign,append log ingestion summary
B002790,0,benign,0,benign,collect syslog stream from portal-web-01
B004775,0,benign,0,benign,normal docker metadata read
B002798,0,benign,0,benign,scrape node_exporter on portal-web-01
B002796,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002797,0,benign,0,benign,scrape node_exporter on file-srv-01
B003853,0,benign,0,benign,normal rsync log append
B004312,0,benign,0,benign,normal shared file read
B002799,0,benign,0,benign,append log ingestion summary
B002795,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002800,0,benign,0,benign,normal document access
B004836,0,benign,0,benign,normal shared file read
B002806,0,benign,0,benign,normal internal https request
B002807,0,benign,0,benign,append benign portal access log
B005577,0,benign,0,benign,desktop metadata update
B002803,0,benign,0,benign,normal package/source repository access
B002801,0,benign,0,benign,normal developer ssh to portal
B002804,0,benign,0,benign,normal development file/cache update
B002802,0,benign,0,benign,normal developer ssh accepted
B005505,0,benign,0,benign,normal web access log append
B002805,0,benign,0,benign,normal smb/nfs shared file access
B004624,0,benign,0,benign,normal test file read
B005477,0,benign,0,benign,normal build command
B003799,0,benign,0,benign,normal shared file read
B002808,0,benign,0,benign,append log ingestion summary
B004998,0,benign,0,benign,normal portal config read
B004860,0,benign,0,benign,desktop metadata update
B005262,0,benign,0,benign,normal build command
B004903,0,benign,0,benign,normal network sensor write
B004284,0,benign,0,benign,normal network sensor write
B004155,0,benign,0,benign,normal docker metadata read
B002811,0,benign,0,benign,normal local development/test activity
B003990,0,benign,0,benign,browser cache read
B002809,0,benign,0,benign,open internal portal page
B002810,0,benign,0,benign,update browser portal cache
B002812,0,benign,0,benign,normal internal https request
B002813,0,benign,0,benign,append benign portal access log
B003967,0,benign,0,benign,normal shared file read
B002814,0,benign,0,benign,serve internal portal request
B002818,0,benign,0,benign,scrape node_exporter on portal-web-01
B002815,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002816,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002820,0,benign,0,benign,normal smb/nfs shared file access
B002817,0,benign,0,benign,scrape node_exporter on file-srv-01
B005046,0,benign,0,benign,normal rsync log append
B002819,0,benign,0,benign,append log ingestion summary
B003984,0,benign,0,benign,normal test file read
B002821,0,benign,0,benign,normal internal https request
B002822,0,benign,0,benign,append benign portal access log
B003983,0,benign,0,benign,normal network sensor write
B004641,0,benign,0,benign,normal portal config read
B003851,0,benign,0,benign,normal portal config read
B003940,0,benign,0,benign,browser cache read
B003858,0,benign,0,benign,normal rsync log append
B005106,0,benign,0,benign,normal docker metadata read
B002825,0,benign,0,benign,normal internal https request
B002826,0,benign,0,benign,append benign portal access log
B003581,0,benign,0,benign,normal docker metadata read
B002823,0,benign,0,benign,append log ingestion summary
B005434,0,benign,0,benign,normal build command
B002824,0,benign,0,benign,normal local development/test activity
B004198,0,benign,0,benign,normal web access log append
B005114,0,benign,0,benign,normal rsync log append
B003667,0,benign,0,benign,normal spreadsheet read
B002834,0,benign,0,benign,collect syslog stream from portal-web-01
B002842,0,benign,0,benign,normal internal https request
B003753,0,benign,0,benign,normal portal config read
B002843,0,benign,0,benign,append benign portal access log
B002828,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002844,0,benign,0,benign,serve internal portal request
B002829,0,benign,0,benign,scrape node_exporter on file-srv-01
B002830,0,benign,0,benign,scrape node_exporter on portal-web-01
B002838,0,benign,0,benign,imap mail synchronization
B002839,0,benign,0,benign,update mail cache
B002827,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002837,0,benign,0,benign,normal document access
B002840,0,benign,0,benign,normal local development/test activity
B002831,0,benign,0,benign,append log ingestion summary
B002841,0,benign,0,benign,normal smb/nfs shared file access
B002833,0,benign,0,benign,collect syslog stream from ws-dev-02
B003784,0,benign,0,benign,normal build command
B005600,0,benign,0,benign,normal network sensor write
B002832,0,benign,0,benign,collect syslog stream from ws-finance-01
B002835,0,benign,0,benign,open internal portal page
B002836,0,benign,0,benign,update browser portal cache
B004086,0,benign,0,benign,normal network sensor write
B004854,0,benign,0,benign,browser cache read
B004701,0,benign,0,benign,normal network sensor write
B004718,0,benign,0,benign,normal build command
B004273,0,benign,0,benign,browser cache read
B003931,0,benign,0,benign,normal docker metadata read
B002848,0,benign,0,benign,normal internal https request
B002849,0,benign,0,benign,append benign portal access log
B002846,0,benign,0,benign,normal developer ssh to portal
B002847,0,benign,0,benign,normal developer ssh accepted
B003642,0,benign,0,benign,normal network sensor write
B002845,0,benign,0,benign,append log ingestion summary
B003522,0,benign,0,benign,normal shared file read
B005485,0,benign,0,benign,normal metric wal write
B005563,0,benign,0,benign,normal rsync log append
B004037,0,benign,0,benign,normal shared file read
B003787,0,benign,0,benign,normal metric wal write
B005227,0,benign,0,benign,normal metric wal write
B002852,0,benign,0,benign,scrape node_exporter on file-srv-01
B002853,0,benign,0,benign,scrape node_exporter on portal-web-01
B002856,0,benign,0,benign,normal smb/nfs shared file access
B002854,0,benign,0,benign,append log ingestion summary
B002851,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002850,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002857,0,benign,0,benign,normal internal https request
B002858,0,benign,0,benign,append benign portal access log
B002855,0,benign,0,benign,normal local development/test activity
B003526,0,benign,0,benign,normal network sensor write
B002866,0,benign,0,benign,normal internal https request
B002867,0,benign,0,benign,append benign portal access log
B002868,0,benign,0,benign,serve internal portal request
B004915,0,benign,0,benign,normal network sensor write
B002864,0,benign,0,benign,backup metadata sync to monitoring server
B002865,0,benign,0,benign,normal backup manifest read
B002862,0,benign,0,benign,normal package/source repository access
B002863,0,benign,0,benign,normal development file/cache update
B002860,0,benign,0,benign,open internal portal page
B002859,0,benign,0,benign,append log ingestion summary
B002861,0,benign,0,benign,update browser portal cache
B005107,0,benign,0,benign,desktop metadata update
B002879,0,benign,0,benign,benign log rotation
B002871,0,benign,0,benign,scrape node_exporter on file-srv-01
B002880,0,benign,0,benign,create new access log
B002869,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002870,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002873,0,benign,0,benign,append log ingestion summary
B002872,0,benign,0,benign,scrape node_exporter on portal-web-01
B004925,0,benign,0,benign,normal network sensor write
B002874,0,benign,0,benign,normal document access
B005040,0,benign,0,benign,desktop metadata update
B004759,0,benign,0,benign,normal network sensor write
B002875,0,benign,0,benign,normal local development/test activity
B002876,0,benign,0,benign,normal smb/nfs shared file access
B002877,0,benign,0,benign,normal internal https request
B002878,0,benign,0,benign,append benign portal access log
B003621,0,benign,0,benign,normal build command
B003502,0,benign,0,benign,normal software update check
B003503,0,benign,0,benign,normal update cache write
B002885,0,benign,0,benign,imap mail synchronization
B002886,0,benign,0,benign,update mail cache
B004414,0,benign,0,benign,browser cache read
B002881,0,benign,0,benign,append log ingestion summary
B004087,0,benign,0,benign,browser cache read
B004139,0,benign,0,benign,normal rsync log append
B003999,0,benign,0,benign,normal shared file read
B003951,0,benign,0,benign,browser cache read
B002883,0,benign,0,benign,collect syslog stream from ws-dev-02
B002887,0,benign,0,benign,normal internal https request
B002888,0,benign,0,benign,append benign portal access log
B003936,0,benign,0,benign,normal test file read
B004884,0,benign,0,benign,normal network sensor write
B002884,0,benign,0,benign,collect syslog stream from portal-web-01
B002882,0,benign,0,benign,collect syslog stream from ws-finance-01
B003636,0,benign,0,benign,normal docker metadata read
B002889,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002892,0,benign,0,benign,scrape node_exporter on portal-web-01
B002898,0,benign,0,benign,normal smb/nfs shared file access
B002890,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002896,0,benign,0,benign,normal developer ssh to portal
B002897,0,benign,0,benign,normal developer ssh accepted
B004778,0,benign,0,benign,normal test file read
B005514,0,benign,0,benign,normal test file read
B005510,0,benign,0,benign,normal shared file read
B002893,0,benign,0,benign,append log ingestion summary
B002891,0,benign,0,benign,scrape node_exporter on file-srv-01
B003504,0,benign,0,benign,normal software update check
B004697,0,benign,0,benign,normal docker metadata read
B003505,0,benign,0,benign,normal update cache write
B005558,0,benign,0,benign,normal build command
B002894,0,benign,0,benign,open internal portal page
B002895,0,benign,0,benign,update browser portal cache
B002899,0,benign,0,benign,normal internal https request
B002900,0,benign,0,benign,append benign portal access log
